encanar	jail	keep	https://es.wiktionary.org/wiki/encanar : lunfardo slang from cana (jail) = put in jail	medium
encanutar	roll	keep	morphology: from canuto (tube) = roll up into a tube	medium
engarabitar	curl up	replace	https://dle.rae.es/engarabitar : primary sense poner los dedos entumecidos por el frio en forma de garabato (curl numb fingers); trepar/climb is secondary	medium
enguachinar	soak	keep	morphology: denominal water-related (en+guach-) = soak/flood	medium
enmudecer	fall silent	replace	morphology: inchoative -ecer on mudo (mute); primary intransitive = fall silent	high
ennoviar	start dating	replace	https://www.rae.es/dpd/ennoviar : entablar relacion de noviazgo / hacerse novio de alguien (become boy/girlfriend) not formal engagement	medium
enquistar	encyst	keep	morphology: from quiste (cyst) = encyst	high
enrocar	castle	keep	morphology: chess term from roque/torre = castle	high
enronquecer	make hoarse	keep	morphology: inchoative -ecer on ronco (hoarse) = make hoarse	high
ensañar	be cruel	replace	https://www.rae.es/dpd/ensa%C3%B1ar : ensañarse = deleitarse en causar dano = be cruel (drop comma from current)	high
enseñorear	take over	keep	morphology: from señor = make oneself master / take over	medium
ensoberbecer	make arrogant	keep	morphology: inchoative -ecer on soberbio (arrogant) = make arrogant	high
entallar	fit	keep	https://dle.rae.es/entallar : primary sense ajustar la ropa al talle (fit garment); carve is secondary	high
entarimar	floor	keep	morphology: from tarima (platform/floorboard) = lay flooring	medium
entelar	cover	keep	morphology: from tela (cloth) = cover with cloth	medium
entenebrecer	darken	keep	morphology: inchoative -ecer on tenebroso (dark) = darken	high
