desapasionar	lose passion	replace	https://es.wiktionary.org/wiki/desapasionar : remove passion / become dispassionate (pronominal)	high
desarrendar	stop renting	replace	https://es.wiktionary.org/wiki/desarrendar : dejar una heredad que se tenia arrendada (also remove reins)	medium
desarrimar	move away	keep	everyday : des- + arrimar (bring near) = move away	high
desbarrancar	push off cliff	keep	https://es.wiktionary.org/wiki/desbarrancar : arrojar barranca abajo	high
descabalar	leave incomplete	keep	everyday : des- + cabal (complete) = leave incomplete	high
descabellar	kill bull	keep	https://es.wiktionary.org/wiki/descabellar : matar al toro de una estocada en la cerviz	high
descacharrar	smash	keep	everyday : cacharro (pot/junk) = break/smash	medium
descambiar	exchange back	keep	https://es.wiktionary.org/wiki/descambiar : deshacer un cambio / undo an exchange	high
descaperuzar	remove hood	replace	https://dle.rae.es/descaperuzar : quitar la caperuza	high
descasar	annul marriage	keep	everyday : des- + casar (marry) = annul marriage	high
descerebrar	decerebrate	keep	everyday : des- + cerebro (brain) = remove brain (technical only sense)	high
descompasar	throw off	keep	https://es.wiktionary.org/wiki/descompasar : des- + compas = lose measure/rhythm	medium
descuajar	uproot	keep	https://es.wiktionary.org/wiki/descuajar : arrancar de raiz (agricultural)	medium
descuajeringar	break apart	keep	https://es.wiktionary.org/wiki/descuajeringar : destruir o desarmar en sus partes	high
desembarrar	clean mud	keep	everyday : des- + embarrar (cover with mud) = remove mud	high
desembrujar	disenchant	keep	everyday : des- + embrujar (bewitch) = remove the spell	high
