bribonear	act roguishly	replace	https://dle.rae.es/bribonear (via WebSearch): hacer vida de bribon / hacer bribonadas	medium
brujulear	scheme	keep	https://es.wiktionary.org/wiki/brujulear: averiguar con base en indicios y suposiciones	medium
buzonear	leaflet	keep	https://dle.rae.es/buzonear (via WebSearch): repartir publicidad en los buzones	high
cablegrafiar	cable	keep	everyday: send a cablegram	high
cabrillear	shimmer	keep	https://es.wiktionary.org/wiki/cabrillear: formarse pequeno oleaje en el mar	high
calcografiar	engrave	keep	https://es.wiktionary.org/wiki/calcografiar: grabar imagen en metal e imprimir	high
caligrafiar	do calligraphy	replace	https://es.wiktionary.org/wiki/caligrafiar: escribir a mano con trazos artisticos	high
campar	camp	keep	everyday	high
campear	graze	keep	https://es.wiktionary.org/wiki/campear: salir un animal a pacer	high
cañonear	shell	keep	everyday: attack with cannon fire	high
capotar	overturn	keep	https://es.wiktionary.org/wiki/capotar (RAE): vehiculo o aeronave que vuelca	medium
capotear	dodge	keep	https://es.wiktionary.org/wiki/capotear: evadir manosamente dificultades y compromisos	high
caracolear	caper	keep	https://es.wiktionary.org/wiki/caracolear: caballo que da giros y movimientos circulares	high
carburar	carburet	keep	everyday: mix carburant gases with air	high
carear	confront	keep	https://es.wiktionary.org/wiki/carear: poner personas cara a cara para apurar la verdad	high
cartear	correspond	keep	everyday: communicate by letter	high
