repescar	let resit	replace	https://es.wiktionary.org/wiki/repescar : readmit someone previously rejected for a task/exam	medium
resinar	tap resin	keep	https://www.rae.es/drae2001/resinar : sacar resina a ciertos arboles haciendo incisiones	high
reverdecer	regreen	keep	https://www.rae.es/diccionario-estudiante/reverdecer : cobrar nuevo verdor lo marchito o seco	high
sesear	pronounce z as s	replace	https://dle.rae.es/sesear : pronunciar la z o la c ante e/i como s (seseo not lisp)	high
sobetear	paw	keep	https://dle.rae.es/sobetear : sobar manosear	high
soflamar	scorch	keep	https://dle.rae.es/soflamar : tostarse requemarse con la llama	high
subvenir	defray	keep	https://dle.rae.es/subvenir : ayudar a algo o costear sus gastos	high
sulfatar	sulfate	keep	everyday	medium
sumariar	summarize	keep	everyday	medium
superabundar	overabound	keep	everyday	medium
sustantivar	nominalize	keep	everyday	medium
tabicar	wall up	keep	https://dle.rae.es/tabicar : cerrar con tabique una puerta ventana	high
tablear	plank	keep	https://es.wiktionary.org/wiki/tablear : dividir un madero o tronco en tablas	medium
taconear	tap heels	keep	everyday	medium
tanguear	tango	keep	everyday	medium
tapear	snack	keep	everyday	medium
