desempalmar	disconnect	keep	https://es.wiktionary.org/wiki/desempalmar:des-+empalmar(splice/connect) reverse=disconnect	medium
desempapelar	strip wallpaper	replace	https://es.wiktionary.org/wiki/desempapelar:des-+empapelar(wallpaper) reverse	high
desempedrar	unpave	keep	https://es.wiktionary.org/wiki/desempedrar:remove stones from a paved surface	high
desempotrar	remove built-in	replace	https://es.wiktionary.org/wiki/desempotrar:extract something embedded/built-in	high
desencajonar	unbox	keep	https://es.wiktionary.org/wiki/desencajonar:des-+encajonar(box) reverse	high
desencapotar	clear up	replace	https://es.wiktionary.org/wiki/desencapotar:sky clears up/becomes clear	high
desencasquillar	unjam	keep	https://es.wiktionary.org/wiki/desencasquillar:des-+encasquillar(jam of firearm) reverse	high
desenclavar	dislodge	keep	https://es.wiktionary.org/wiki/desenclavar:remove/extract forcibly from place	high
desencorvar	straighten	keep	es.wiktionary morphology des-+encorvar(bend/curve) reverse=straighten	high
desenfadar	calm	keep	es.wiktionary morphology des-+enfadar(anger) reverse=calm	high
desenfurruñar	cheer up	keep	es.wiktionary morphology des-+enfurruñar(sulk) reverse=cheer up	high
desenladrillar	remove bricks	keep	es.wiktionary morphology des-+enladrillar(brick/tile) reverse	high
desentablillar	unsplint	keep	es.wiktionary morphology des-+entablillar(splint) reverse	high
desentoldar	remove awning	keep	es.wiktionary morphology des-+entoldar(cover with awning) reverse	high
desertizar	desertify	keep	es.wiktionary morphology desierto+-izar turn into desert	high
desfasar	throw out of phase	replace	https://es.wiktionary.org/wiki/desfasar:vary the phase of a signal relative to another	high
