tundir	shear	keep	https://es.wiktionary.org/wiki/tundir : etymology 2 recortar el pelo del paño (shear cloth)	high
tupir	pack tight	keep	everyday : apretar/cerrar tupido (pack tightly)	high
uncir	yoke	keep	everyday : uncir bueyes (yoke oxen)	high
usufructuar	usufruct	keep	https://es.wiktionary.org/wiki/usufructuar : enjoy use of property (usufruct)	medium
vacar	be vacant	keep	https://es.wiktionary.org/wiki/vacar : quedar un cargo sin persona (be vacant)	high
vaguear	loaf	keep	everyday : andar vago/ocioso (loaf)	high
vampirizar	vampirize	keep	everyday : denominal vampiro (drain like a vampire)	medium
ventajear	outdo	keep	https://es.wiktionary.org/wiki/ventajear : sacar ventaja sobre alguien (gain advantage)	high
ventear	air	keep	everyday : poner al viento (air out)	medium
ventiscar	blizzard	keep	https://es.wiktionary.org/wiki/ventiscar : nevar con viento fuerte (blizzard)	high
ventosear	break wind	replace	https://es.wiktionary.org/wiki/ventosear : expeler los gases del tracto digestivo (break wind)	high
verdear	turn green	keep	everyday : denominal verde (turn green)	high
vetear	streak	keep	everyday : denominal veta (mark with streaks)	high
vidriar	glaze	keep	everyday : cubrir con vidriado (glaze pottery)	high
virilizar	virilize	keep	https://es.wiktionary.org/wiki/virilizar : denominal viril + -izar (make virile)	medium
xerografiar	xerograph	keep	everyday : denominal xerografia (photocopy by xerography)	medium
