encanar	jail	keep	https://es.wiktionary.org/wiki/encanar : colloquial Cono Sur/Colombia "encarcelar" = to jail	high
encanutar	roll	keep	https://www.asale.org/damer/encanutar : put in form of a tube/joint = roll	medium
engarabitar	climb	keep	WebSearch RAE dle.rae.es/engarabitar : 2nd sense "trepar" = climb (also curl numb fingers)	high
enguachinar	soak	keep	https://dle.rae.es/enguachinar : enaguachar/enaguazar = soak waterlog	high
enmudecer	silence	keep	https://es.wiktionary.org/wiki/enmudecer : tr. "hacer que deje de hablar" = silence (also intr. fall silent)	high
ennoviar	start dating	replace	https://dle.rae.es/ennoviarse : "echarse novio / entablar noviazgo" = start dating not engaged	high
enquistar	encyst	keep	everyday medical term; en-+quiste = form a cyst	high
enrocar	castle	keep	everyday chess term; enrocar = castle	high
enronquecer	make hoarse	keep	en-+ronco = make/become hoarse	high
ensañar	be cruel	replace	https://es.wiktionary.org/wiki/ensañarse : deleitarse en causar daño = be cruel toward defenseless	high
enseñorear	take over	keep	WebSearch dle.rae.es/enseñorear : "dominar algo / hacerse dueño" = take over	high
ensoberbecer	make arrogant	keep	WebSearch dle.rae.es/ensoberbecer : "causar soberbia" = make arrogant	high
entallar	fit	keep	https://www.rae.es/diccionario-estudiante/entallar : "ajustar prenda al talle" = fit (garment)	high
entarimar	floor	keep	WebSearch dle.rae.es/entarimar : "cubrir el suelo con tablas o tarima" = floor with planking	high
entelar	cover	keep	WebSearch dle.rae.es/entelar : "cubrir una superficie con tela" = cover with cloth	high
entenebrecer	darken	keep	WebSearch dle.rae.es/entenebrecer : "oscurecer llenar de tinieblas" = darken	high
