reconcomer	fret	keep	https://es.wiktionary.org/wiki/reconcomer : reconcomerse = be consumed by inner disturbance/itch, fret	high
recuadrar	frame	keep	https://es.wiktionary.org/wiki/recuadrar : enclose/divide into squares; recuadro = box/frame	medium
redundar	result in	replace	https://es.wiktionary.org/wiki/redundar : resultar/venir a parar en beneficio o daño = result in	high
reenganchar	reenlist	replace	https://es.wiktionary.org/wiki/reenganchar : reengancharse = re-enlist in military service	high
reensayar	rehearse again	replace	https://dle.rae.es/reensayar : volver a ensayar = rehearse again	high
reflorecer	bloom again	replace	https://es.wiktionary.org/wiki/reflorecer : volver a echar flores = bloom again	high
refocilar	revel	replace	https://es.wiktionary.org/wiki/refocilar : refocilarse = take coarse delight/revel	medium
regodear	take delight	replace	https://es.wiktionary.org/wiki/regodear : regodearse = take delight/relish	high
rehumedecer	remoisten	keep	https://es.wiktionary.org/wiki/rehumedecer : humedecer de nuevo = remoisten	high
rehundir	sink	keep	https://dle.rae.es/rehundir : hundir sumergir a lo mas hondo = sink	high
rejonear	spear bull	keep	https://es.wiktionary.org/wiki/rejonear : herir al toro con el rejon = spear bull	high
religar	rebind	keep	https://es.wiktionary.org/wiki/religar : volver a atar = retie/rebind	high
remansar	form a pool	replace	https://es.wiktionary.org/wiki/remansar : remansarse = water becoming still/forming a pool	medium
remorder	gnaw at	replace	https://es.wiktionary.org/wiki/remorder : conciencia que remuerde = gnaw at (cause remorse)	high
repatear	annoy	keep	https://dle.rae.es/repatear : fastidiar molestar mucho = annoy	high
repeinar	comb again	replace	https://es.wiktionary.org/wiki/repeinar : re + peinar = comb again	medium
