adinerar	enrich	keep	es.wiktionary morphology a-+dinero+-ar: make wealthy	high
adjetivar	adjectivize	keep	everyday morphology adjetivo+-ar: use as adjective	high
adocenar	make common	keep	https://es.wiktionary.org/wiki/adocenar: render common/mediocre	high
adverbializar	adverbialize	keep	morphology adverbio+-izar: use as adverb	high
afelpar	make velvety	replace	https://es.wiktionary.org/wiki/afelpar: give fabric a velvet/plush appearance	high
afeminar	make effeminate	keep	morphology a-+femenino: make effeminate	high
afincar	settle	keep	everyday: establish/settle down	high
aflautar	make shrill	replace	https://es.wiktionary.org/wiki/aflautar: raise pitch make voice higher/sharper	high
afofar	soften	keep	morphology fofo (spongy)+-ar: make spongy/soft	medium
afrancesar	frenchify	keep	morphology Francia: make French-like	high
agavillar	bundle	keep	morphology gavilla (sheaf): bundle into sheaves	high
agitanar	gypsify	keep	morphology gitano: make gypsy-like	medium
agostar	parch	keep	https://es.wiktionary.org/wiki/agostar: scorch/dry plants with heat	high
agremiar	unionize	keep	morphology gremio (guild/union): organize into a union	high
agrisar	gray	keep	morphology gris+-ar: make gray	high
agusanar	get wormy	keep	morphology gusano (worm): become wormy	high
