manducar	eat	keep	es.wiktionary.org/wiki/manducar: colloquial comer/eat	high
mantear	toss	keep	dle.rae.es/mantear: levantar a alguien en una manta entre varios	high
maridar	marry	keep	dle.rae.es/maridar: casarse o unirse en matrimonio	high
maternizar	humanize milk	keep	rae.es/diccionario-estudiante/maternizar: dotar a una leche de propiedades de la materna	medium
matrimoniar	marry	keep	dle.rae.es/matrimoniar: contraer matrimonio	high
mechar	lard	keep	dle.rae.es/mechar: introducir mechas de tocino en la carne	high
mensualizar	pay monthly	replace	asale.org/damer/mensualizar: pagar mensualmente salarios	high
menudear	occur often	keep	dle.rae.es/menudear: hacer algo repetidamente o suceder con frecuencia	high
mesar	tear hair	keep	dle.rae.es/mesar: arrancar el cabello o la barba con las manos	high
metaforizar	metaphorize	keep	dle.rae.es/metaforizar: usar metaforas o alegorias	high
meteorizar	bloat	keep	dle.rae.es/meteorizar: causar meteorismo/timpanismo en el ganado	medium
migar	crumble	keep	dle.rae.es/migar: desmenuzar el pan en pedazos pequenos	high
militar	serve in military	replace	dle.rae.es/militar: servir en la guerra / profesar la milicia	high
ministrar	administer	keep	dle.rae.es/ministrar: administrar o suministrar	high
mocar	blow nose	keep	dle.rae.es/mocar: sonar y limpiar los mocos	high
moldar	mold	keep	dle.rae.es/moldar: amoldar o sacar molde	high
