bribonear	cheat	keep	https://dle.rae.es/bribonear : hacer vida de bribon / hacer bribonadas (roguish swindling behavior)	medium
brujulear	scheme	keep	https://es.wiktionary.org/wiki/brujulear : hacer diligencias por diversos medios para conseguir algo (maneuver scheme)	medium
buzonear	leaflet	keep	https://www.rae.es/diccionario-estudiante/buzonear : repartir publicidad por los buzones particulares (deliver leaflets to mailboxes)	high
cablegrafiar	cable	keep	https://es.wiktionary.org/wiki/cablegrafiar : enviar mensajes por cable telegrafico (cable)	high
cabrillear	shimmer	keep	https://es.wiktionary.org/wiki/cabrillear : el mar forma pequeñas olas/cabrillas (ripple shimmer)	high
calcografiar	engrave	keep	https://es.wiktionary.org/wiki/calcografiar : grabar en metal una imagen y estamparla (engrave)	high
caligrafiar	write calligraphy	replace	https://es.wiktionary.org/wiki/caligrafiar : escribir a mano con trazos artisticos refinados (write in calligraphy)	high
campar	camp	keep	https://es.wiktionary.org/wiki/campar : instalarse para pernoctar en un descampado (camp)	medium
campear	graze	keep	https://es.wiktionary.org/wiki/campear : salir un animal a pacer o alimentarse (graze)	high
cañonear	shell	keep	https://es.wiktionary.org/wiki/cañonear : atacar con muchos cañonazos (shell bombard)	high
capotar	overturn	keep	https://dle.rae.es/capotar : volcar un vehiculo quedando invertido / aeronave dar con la proa en tierra (overturn)	high
capotear	dodge	keep	https://es.wiktionary.org/wiki/capotear : evadir mañosamente dificultades y compromisos (dodge evade)	high
caracolear	caper	keep	https://es.wiktionary.org/wiki/caracolear : caballo que da giros y movimientos circulares (prance caper)	medium
carburar	carburet	keep	https://es.wiktionary.org/wiki/carburar : mezclar los gases carburantes con el aire (carburet)	high
carear	confront	keep	https://es.wiktionary.org/wiki/carear : poner personas en presencia de otras para apurar la verdad (confront)	high
cartear	correspond	keep	https://es.wiktionary.org/wiki/cartear : cartearse corresponder por cartas (correspond by letters)	medium
