periclitar	decline	keep	https://es.wiktionary.org/wiki/periclitar : decline/decay sense (also be in danger)	medium
perlar	bead	keep	https://dle.rae.es/perlar : cover with drops like pearls (sweat/tears bead)	high
pespuntear	backstitch	keep	https://es.wiktionary.org/wiki/pespuntear : machine-sew/backstitch	medium
petar	please	keep	https://es.wiktionary.org/wiki/petar : colloquial please/like	high
petardear	backfire	keep	https://es.wikipedia.org/wiki/Deflagraci%C3%B3n_de_escape : engine exhaust backfire	high
piafar	paw	keep	https://es.wiktionary.org/wiki/piafar : horse paws ground with front hooves	high
pimplar	booze	keep	https://dle.rae.es/pimplar : colloquial drink alcohol to excess	high
pirrar	love	keep	https://dle.rae.es/pirrar : pirrarse be crazy about/love	high
plantificar	plonk down	replace	https://dle.rae.es/plantificar : put something (esp unsuitable) somewhere	high
policromar	polychrome	keep	https://es.wiktionary.org/wiki/policromar : apply multiple colors to sculpture	high
positivar	develop	keep	https://es.wiktionary.org/wiki/positivar : photo make positive print	medium
postinear	show off	keep	https://dle.rae.es/postinear : darse postin presumir show off	high
predatar	predate	keep	https://es.glosbe.com/es/es/predatar : assign earlier date backdate	high
presintonizar	preset	keep	https://www.sony-latin.com : preset/save radio stations	high
prevaricar	abuse one's office	replace	https://es.wiktionary.org/wiki/prevaricar : commit prevaricato betray official duty	high
prosificar	prosify	keep	https://dle.rae.es/prosificar : put poetic composition into prose	high
