comulgar	receive communion	keep	everyday: religious sense commune/receive communion	high
concelebrar	concelebrate	keep	morphology con-+celebrar; everyday for celebrate Mass jointly	high
conceptuar	conceptualize	keep	morphology concepto+-uar; regard/deem	high
conchabar	scheme	keep	https://es.wiktionary.org/wiki/conchabar: pronominal conchabarse gang up/plot/scheme sense	medium
concitar	incite	keep	morphology con-+citar; stir up/incite	high
conculcar	violate	keep	https://es.wiktionary.org/wiki/conculcar: primary modern sense violate a right	high
concurrir	converge	keep	morphology con-+currir run together; gather/converge	high
condoler	sympathize	keep	https://es.wiktionary.org/wiki/condoler: condolerse sympathize/feel compassion	high
conexionar	connect	keep	morphology conexión+-ar; connect/link	high
confabular	conspire	keep	morphology con-+fabular; plot/conspire	high
conferenciar	confer	keep	morphology conferencia+-ar; confer/hold a conference	high
confitar	candy	keep	morphology confite candy+-ar; candy/candied	high
conflagrar	set ablaze	keep	https://es.wiktionary.org/wiki/conflagrar: set on fire/set ablaze	high
confraternizar	fraternize	keep	morphology con-+fraternizar; fraternize	high
congraciar	ingratiate	keep	morphology in-gratia; ingratiate oneself	high
conjuntar	combine	keep	morphology conjunto+-ar; combine/coordinate	high
