entoldar	cover with awning	replace	https://es.wiktionary.org/wiki/entoldar : cover/drape with toldos (awnings)	high
entrelucir	show through	replace	dle.rae.es/entrelucir via search : divisarse o dejarse ver entremedias de otra (show through)	medium
entubar	intubate	replace	https://es.wiktionary.org/wiki/entubar : insert a tube (medical intubation)	high
erisipelar	cause erysipelas	replace	https://es.wiktionary.org/wiki/erisipelar : producir erisipela	high
escachifollar	smash	keep	https://es.thefreedictionary.com/escachifollar : damage or ruin something	medium
escaquear	dodge	keep	https://es.wiktionary.org/wiki/escaquear : escaquearse = shirk/dodge a duty	medium
esclerosar	harden	keep	https://es.wiktionary.org/wiki/esclerosar : medical, harden (sclerose)	medium
esclerotizar	harden	keep	es.wiktionary.org/wiki/esclerotizar : harden via sclerotization	medium
escorar	list	keep	https://es.wiktionary.org/wiki/escorar : ship list/heel to one side	high
escotar	lower neckline	keep	https://es.wiktionary.org/wiki/escotar : cut/trim a garment (neckline)	medium
escriturar	deed	keep	https://es.wiktionary.org/wiki/escriturar : execute by public deed	high
españolear	flaunt Spanishness	keep	https://es.wiktionary.org/wiki/españolear : excessively promote Spain	high
espichar	die	keep	https://es.wiktionary.org/wiki/espichar : espicharla colloquial = die	medium
espurrear	spray	keep	https://es.wiktionary.org/wiki/espurrear : spray liquid from the mouth	high
esquejar	take cuttings	keep	https://es.wiktionary.org/wiki/esquejar : propagate plants from cuttings	high
estabular	stable	keep	https://es.wiktionary.org/wiki/estabular : keep/raise livestock in stables	high
