heñir	knead	keep	https://es.wiktionary.org/wiki/heñir : amasar masa con los puños = knead dough	high
himplar	snarl	keep	https://es.wiktionary.org/wiki/himplar : emitir su rugido la onza o pantera = big-cat roar/snarl	medium
hocicar	root	keep	https://es.wiktionary.org/wiki/hocicar : levantar la tierra con el hocico = root	high
hojaldrar	puff	keep	https://es.wiktionary.org/wiki/hojaldrar : dar a la masa forma de hojaldre = make into puff pastry	high
hondear	sound	keep	https://es.wiktionary.org/wiki/hondear : reconocer el fondo con la sonda = sound depth	high
hostiar	wallop	keep	https://dle.rae.es/hostiar : golpear o pegar a alguien = wallop/hit	high
hozar	root	keep	https://es.wiktionary.org/wiki/hozar : remover la tierra con el hocico = root	high
humar	smoke	keep	https://www.rae.es/drae2001/humar : echar humo / fumar = smoke	high
huronear	pry	keep	https://es.wiktionary.org/wiki/huronear : from hurón (ferret) colloquial = pry/snoop	medium
interviuvar	interview	keep	https://es.wiktionary.org/wiki/interviuvar : entrevistar = interview	high
loquear	act crazy	keep	https://es.wiktionary.org/wiki/loquear : estar loco / hacer locuras = act crazy	high
lucubrar	ponder	keep	https://es.wiktionary.org/wiki/lucubrar : elucubrar = ponder/work out carefully	high
malcasar	mismarry	keep	https://es.wiktionary.org/wiki/malcasar : mal + casar = marry badly/mismatch	medium
malmeter	incite	keep	https://www.rae.es/diccionario-estudiante/malmeter : inducir a hacer cosas malas / malquistar = incite	high
maltraer	mistreat	keep	https://es.wiktionary.org/wiki/maltraer : maltratar = mistreat	high
mancipar	enslave	keep	https://es.wiktionary.org/wiki/mancipar : hacer esclavo a alguien = enslave	high
