cloquear	cluck	keep	everyday	high
cloroformizar	chloroform	keep	everyday	high
coadyuvar	assist	keep	https://es.wiktionary.org/wiki/coadyuvar : contribuir a la consecución de algo (assist/contribute)	high
cocear	kick	keep	everyday	high
coheredar	co-inherit	keep	https://es.wiktionary.org/wiki/coheredar : co- + heredar (inherit jointly)	medium
colacionar	collate	keep	https://es.wiktionary.org/wiki/colacionar : transitive verb meaning compare copies/collate per RAE	medium
colear	wag	keep	everyday	high
colegiar	register	keep	https://es.wiktionary.org/wiki/colegiar : incorporar a un profesional en el colegio de su profesion (join professional body)	high
colindar	border	keep	https://es.wiktionary.org/wiki/colindar : tener limites comunes (border/be adjacent)	high
columbrar	glimpse	keep	https://es.wiktionary.org/wiki/columbrar : ver percibir divisar desde lejos (glimpse)	high
comadrear	gossip	keep	everyday	high
comedir	restrain	keep	https://es.wiktionary.org/wiki/comedir : comedirse moderarse/contenerse (restrain oneself)	high
compendiar	summarize	keep	everyday	high
compenetrar	bond	keep	https://es.wiktionary.org/wiki/compenetrar : compenetrarse become deeply interconnected (bond)	high
competer	concern	keep	https://es.wiktionary.org/wiki/competer : pertenecer tocar o incumbir a uno (concern/be incumbent on)	high
compulsar	collate	keep	https://es.wiktionary.org/wiki/compulsar : comparar un documento con su copia (collate/compare documents)	high
