bribonear	loaf about	replace	https://dle.rae.es/bribonear : hacer vida de bribon / hacer bribonadas (act roguishly loaf)	medium
brujulear	scheme	keep	https://es.wiktionary.org/wiki/brujulear : averiguar por indicios y suposiciones (figure out / scheme)	medium
buzonear	leaflet	keep	morphology buzon (mailbox) + -ear: deliver leaflets to mailboxes	high
cablegrafiar	cable	keep	everyday: from cablegrama send by cable	high
cabrillear	shimmer	keep	morphology cabrilla: water shimmering rippling	high
calcografiar	engrave	keep	morphology calcografia: engrave on copper plate	high
caligrafiar	do calligraphy	replace	https://es.wiktionary.org/wiki/caligrafiar : escribir a mano con trazos artisticos (calligraph not English)	high
campar	camp	keep	morphology campo: be in the field camp	high
campear	graze	keep	https://es.wiktionary.org/wiki/campear : salir un animal a pacer (graze)	high
cañonear	shell	keep	morphology cañon: bombard with cannon shell	high
capotar	overturn	keep	everyday aviation/vehicle: nose over overturn	high
capotear	dodge	keep	morphology capote (cape): figurative evade dodge	high
caracolear	caper	keep	morphology caracol: horse making turns caper	high
carburar	carburet	keep	everyday technical: mix fuel with air carburate	high
carear	confront	keep	morphology cara (face): bring face to face confront	high
cartear	correspond	keep	morphology carta (letter): exchange letters correspond	high
