garrapatear	scribble	keep	https://educalingo.com/en/dic-es/garrapatear:make crude marks/scribble	high
garrapiñar	candy	keep	https://www.rae.es/diccionario-estudiante/garrapi%C3%B1ar:coat nuts in hardening syrup (candied)	high
gibar	annoy	keep	https://www.rae.es/diccionario-estudiante/gibar:colloq fastidiar/molestar (annoy)	high
gitanear	wheedle	keep	https://dle.rae.es/gitanear:flatter with charm to get what one wants	high
golfear	loaf	keep	https://educalingo.com/en/dic-es/golfear:idle about/loaf	high
golosear	nibble	keep	https://dle.rae.es/golosear:andar comiendo o buscando golosinas (eat sweets)	high
gorgoritear	trill	keep	https://educalingo.com/en/dic-es/gorgoritear:make vocal trills	high
granar	seed	keep	https://dle.rae.es/grano:form grain/seed	medium
grillar	sprout	keep	https://dle.rae.es/grillarse:said of wheat/tuber to sprout (entallecer)	high
grisear	gray	keep	https://es.thefreedictionary.com/grisear:turn or appear grayish	high
guarnicionar	garrison	keep	https://dle.rae.es/guarnicionar:put garrison in a stronghold	high
guarrear	grunt	replace	https://dle.rae.es/guarrear:said of boar to grunt (gruñir)	high
guerrillear	wage guerrilla war	keep	https://es.thefreedictionary.com/guerrillear:fight as guerrillas	high
guipar	see	keep	https://dle.rae.es/guipar:jarg see/perceive	high
gulusmear	snoop	keep	https://dle.rae.es/gulusmear:pry/snoop (also sniff cooking)	medium
hebraizar	hebraize	keep	https://educalingo.com/en/dic-es/hebraizar:use Hebrew words/forms (hebraize)	high
