abajar	lower	keep	https://es.wiktionary.org/wiki/abajar : marchar de posición más elevada a una menos (lower/descend)	high
abalar	hurl	replace	https://es.wiktionary.org/wiki/abalar : arrojar lanzar (throw/hurl); current "move" too vague	medium
abalizar	mark	keep	https://es.wiktionary.org/wiki/abalizar : señalar con balizas (mark with buoys)	high
aballar	drive	keep	https://es.wiktionary.org/wiki/aballar : llevar o conducir el ganado (drive cattle)	high
abanar	fan	keep	https://es.wiktionary.org/wiki/abanar : abanicar cribar (fan/winnow)	medium
abanderar	champion	keep	https://dle.rae.es/abanderar : ponerse al frente de una causa para defenderla (champion/lead a cause)	high
abetunar	polish	keep	https://es.wiktionary.org/wiki/abetunar : cubrir con betún (cover with blacking)	high
abigarrar	variegate	keep	https://es.wiktionary.org/wiki/abigarrar : dar varios colores mal combinados (variegate)	high
abocar	pour	keep	https://es.wiktionary.org/wiki/abocar : volcar el contenido de un recipiente en otro (pour/decant)	high
abocinar	flare	keep	https://es.wiktionary.org/wiki/abocinar : dar forma de bocina a la boca de un tubo (flare)	high
abordar	tackle	keep	https://es.wiktionary.org/wiki/abordar : aproximarse para tratar un asunto (tackle/address); board is secondary everyday	high
aborregar	become sheeplike	replace	https://dle.rae.es/aborregarse : adquirir rasgos del borrego o nubes aspecto de vellones; current "curdle" wrong	high
abotargar	bloat	keep	https://dle.rae.es/abotargarse : hincharse abotagarse (become bloated)	high
abovedar	vault	keep	https://es.wiktionary.org/wiki/abovedar : cubrir con bóveda (cover with vault)	high
abrevar	water	keep	https://es.wiktionary.org/wiki/abrevar : proporcionar agua para beber al ganado (water animals)	high
acendrar	purify	keep	https://es.wiktionary.org/wiki/acendrar : depurar purificar en la cendra (purify/refine)	high
