monoptongar	monophthongize	keep	morphology: mono+diphthong, linguistics term	high
monumentalizar	monumentalize	keep	morphology: monumento+-izar	high
morigerar	temper	keep	https://es.wiktionary.org/wiki/morigerar : moderar/contener la intensidad de un sentimiento	high
mosconear	pester	keep	https://es.wiktionary.org/wiki/mosconear : from moscón (big fly) buzz around/pester	medium
motear	speckle	keep	morphology: mota (speck)+-ear	high
motejar	nickname	keep	morphology: mote (nickname) call by a nickname	high
murar	wall	keep	morphology: muro (wall) fortify with walls	high
mustiar	wither	keep	morphology: mustio (withered)	high
negrear	turn black	keep	morphology: negro+-ear	high
neurotizar	make neurotic	replace	https://es.wiktionary.org/wiki/neurotizar : make someone neurotic	high
niñear	act childish	keep	morphology: niño+-ear behave like a child	high
nuclearizar	nuclearize	keep	morphology: nuclear+-izar	high
obcecar	blind	keep	morphology: Latin obcaecare (ob+caecare to blind) figuratively blind with passion	high
obstar	hinder	keep	https://es.wiktionary.org/wiki/obstar : poner dificultades o impedimentos	high
ociar	idle	keep	https://es.wiktionary.org/wiki/ociar : from ocio (leisure) be idle	medium
opositar	sit competitive exam	replace	https://es.wiktionary.org/wiki/opositar : take competitive civil-service/opposition exam	high
