cloquear	cluck	keep	https://es.wiktionary.org/wiki/cloquear : emitir la gallina su voz (cluck like a hen)	high
cloroformizar	chloroform	keep	https://es.wiktionary.org/wiki/cloroformizar : emplear cloroformo para anestesiar	high
coadyuvar	assist	keep	https://es.wiktionary.org/wiki/coadyuvar : contribuir a la realizacion de algo	high
cocear	kick	keep	https://es.wiktionary.org/wiki/cocear : dar o tirar coces (animal kicks)	high
coheredar	co-inherit	keep	https://es.wiktionary.org/wiki/coheredar : heredar conjuntamente	high
colacionar	collate	keep	https://dle.rae.es/colacionar : cotejar (collate/compare)	high
colear	wag	keep	https://es.wiktionary.org/wiki/colear : mover la cola	high
colegiar	register	keep	https://es.wiktionary.org/wiki/colegiar : incorporar a un profesional en el colegio de su profesion	high
colindar	border	keep	https://es.wiktionary.org/wiki/colindar : tener limites comunes una finca o lugar con otro	high
columbrar	glimpse	keep	https://es.wiktionary.org/wiki/columbrar : percibir o divisar desde lejos sin distinguir bien	high
comadrear	gossip	keep	https://es.wiktionary.org/wiki/comadrear : contar y difundir chismes	high
comedir	restrain	keep	https://es.wiktionary.org/wiki/comedir : comedirse moderate/restrain oneself (everyday reflexive)	medium
compendiar	summarize	keep	https://es.wiktionary.org/wiki/compendiar : producir un compendio o resumen	high
compenetrar	bond	keep	https://dle.rae.es/compenetrarse : identificarse en ideas y sentimientos dos personas	high
competer	concern	keep	https://es.wiktionary.org/wiki/competer : pertenecer tocar o incumbir a uno alguna cosa	high
compulsar	collate	keep	https://es.wiktionary.org/wiki/compulsar : comparar un documento con su copia para cotejar	high
