alocar	madden	keep	everyday: alocar = drive mad/make crazy	high
amanerar	affect mannerisms	replace	https://es.wiktionary.org/wiki/amanerar: act with exaggerated affected delicacy (current "mannerism" is a noun)	high
amartelar	enamor	replace	https://es.wiktionary.org/wiki/amartelar: enamorar = to make fall in love	high
amojamar	shrivel	replace	https://dle.rae.es/amojamar: acecinarse - dry shrivel and grow lean like mojama (current "cure" misleading)	medium
amorriñar	mope	keep	es.wiktionary/RAE: amorriñarse = to mope/become melancholy	medium
anarquizar	spread anarchy	replace	es.wiktionary: anarquizar = to introduce/spread anarchy (anarchize not standard English)	high
anatomizar	dissect	replace	https://es.wiktionary.org/wiki/anatomizar: perform anatomical dissection (anatomize is rare/archaic)	high
animalizar	animalize	keep	es.wiktionary: animalizar = make brutish/animalize	medium
anisar	flavor with anise	keep	RAE: anisar = flavor with anise	high
apellidar	name	replace	https://es.wiktionary.org/wiki/apellidar: to call/name someone (surname-as-verb is awkward)	high
apergaminar	shrivel	replace	https://www.wordreference.com/es/en/translation.asp?spen=apergaminarse: shrivel/dry up like parchment	high
aplatanar	make listless	replace	https://dle.rae.es/aplatanar: entregarse a la indolencia - become indolent/listless	high
apocopar	apocopate	keep	RAE: apocopar = drop final sound of a word (apocopate is the standard linguistic term)	high
apostrofar	apostrophize	keep	RAE: apostrofar = address with an apostrophe (rhetorical); apostrophize is standard term	high
arbolar	hoist	keep	RAE: arbolar = hoist/raise (a flag or mast)	high
arracimar	cluster	keep	RAE: arracimarse = to cluster together	high
