despelotar	strip naked	replace	https://es.wiktionary.org/wiki/despelotar : despelotarse = strip naked / in cueros	medium
despendolar	go wild	keep	morphology des- + pendolar; everyday despendolarse = let loose / go wild	medium
despistar	throw off the track	replace	everyday: despistar = mislead/throw off the track; primary sense is to throw off	high
desplanchar	wrinkle	keep	morphology des- + planchar (iron) = un-iron / wrinkle	high
despreocupar	stop worrying	replace	reflexive despreocuparse = stop worrying about; more accurate than relax	high
desriñonar	break one's back	keep	morphology des- + riñon (kidney) = overwork / break one's back	medium
desubicar	disorient	replace	https://es.wiktionary.org/wiki/desubicar : desubicar/desubicarse = disorientate (primary sense)	high
desusar	disuse	keep	morphology des- + usar = fall into disuse	high
desvencijar	break apart	keep	morphology des- + vencejo/vencer = loosen / break apart	medium
desvergonzar	be shameless	keep	morphology des- + vergonzar (verguenza shame) = be shameless / brazen	high
desvitalizar	devitalize	keep	morphology des- + vitalizar = devitalize / sap vitality	high
embazar	confuse	replace	https://es.wiktionary.org/wiki/embazar : primary sense = pasmar/confundir (confuse/astound); dye is rare etym-2	high
embotijar	store in jars	replace	https://dle.rae.es/embotijar via educalingo : echar y guardar algo en botijos (store in earthenware jars) not bottle	high
empavonar	burnish	keep	https://es.wiktionary.org/wiki/empavonar : variant of pavonar = apply coating/blue steel; burnish acceptable	medium
empitonar	gore	keep	https://es.wiktionary.org/wiki/empitonar : tauromaquia, piton = horn; gore with horns	high
emplastecer	plaster	keep	https://es.wiktionary.org/wiki/emplastecer : fill surface irregularities smooth before painting; plaster ok	medium
