periclitar	decline	keep	https://es.wiktionary.org/wiki/periclitar:sense 2 decaer declinar	high
perlar	bead	keep	https://www.rae.es/diccionario-estudiante/perlar:cubrir de gotas perlado de sudor	high
pespuntear	backstitch	keep	https://es.wiktionary.org/wiki/pespunte:labor de costura volviendo la aguja hacia atras	high
petar	please	keep	https://es.wiktionary.org/wiki/petar:dar sensacion de agrado o placer colloquial Spain	high
petardear	backfire	keep	https://www.wordreference.com/es/en/translation.asp?spen=petardear:hacer ruido petardo backfire	high
piafar	paw	keep	https://es.wiktionary.org/wiki/piafar:caballo levanta patas delanteras sin moverse paw the ground	high
pimplar	booze	keep	https://www.wordreference.com/es/en/translation.asp?spen=pimplar:beber en exceso booze	high
pirrar	love	keep	https://www.wordreference.com/es/en/translation.asp?spen=pirrarse:be crazy about be really into	high
plantificar	plant	keep	https://www.wordreference.com/es/en/translation.asp?spen=plantificar:plant implement plonk down	medium
policromar	polychrome	keep	https://es.wiktionary.org/wiki/policromar:aplicar multiples colores a esculturas	high
positivar	develop	keep	https://es.wiktionary.org/wiki/positivar:proceso fotografico de negativo a positivo make a print	high
postinear	show off	keep	https://dle.rae.es/postinear:darse postin presumir	high
predatar	predate	keep	https://www.um.es/neologismos/index.php/v/neologismo/1890/predatar:ser anterior a poner fecha anterior	medium
presintonizar	preset	keep	https://helpguide.sony.net/dmp/nwe390/v1/es/contents/TP0000903143.html:presintonizar emisoras preset radio stations	high
prevaricar	abuse one's office	replace	https://es.wiktionary.org/wiki/prevaricar:delito de prevaricato official abuses office betrays duty	high
prosificar	turn into prose	replace	https://es.wiktionary.org/wiki/prosificar:de prosa convertir verso en prosa	high
