chicolear	flirt	keep	https://es.wiktionary.org/wiki/chicolear : decir piropos/cumplidos por motivos romanticos = flirt	high
chinchorrear	gossip	keep	https://dle.rae.es/chinchorrear : traer y llevar cuentos y chismes = gossip	high
chirigotear	jest	keep	https://es.wiktionary.org/wiki/chirigotear : de chirigota broma = jest	medium
chistar	speak up	replace	https://es.wiktionary.org/wiki/chistar : empezar a hablar para decir algo (sin chistar) = speak up	high
choricear	pilfer	keep	https://es.wiktionary.org/wiki/choricear : variante de chorizar robar = pilfer	high
chotear	mock	keep	https://es.wiktionary.org/wiki/chotear : gastar bromas o chanzas a alguien = mock	high
chulear	swagger	keep	https://es.wiktionary.org/wiki/chulear : actuar con chuleria/jactarse = swagger	medium
churruscar	scorch	keep	https://es.wiktionary.org/wiki/churruscar : sobrepasar coccion dejando ennegrecida = scorch	high
cicatear	skimp	keep	https://es.wiktionary.org/wiki/cicatear : obrar como cicatero escatimar = skimp	medium
cimbrear	sway	keep	https://es.wiktionary.org/wiki/cimbrear : mover algo flexible vibrando = sway	high
cinematografiar	film	keep	https://es.wiktionary.org/wiki/cinematografiar : grabar imagenes en movimiento sinonimo filmar = film	high
ciscar	soil	keep	https://es.wiktionary.org/wiki/ciscar : ensuciar una cosa = soil	high
cizañar	sow discord	keep	https://es.wiktionary.org/wiki/cizañar : causar disension sembrando cizaña = sow discord	high
clarear	dawn	replace	https://es.wiktionary.org/wiki/clarear : empezar a amanecer (esta clareando) = dawn	medium
clavetear	stud	keep	https://es.wiktionary.org/wiki/clavetear : adornar con clavos de metal = stud	high
clocar	cluck	keep	https://es.wiktionary.org/wiki/clocar : emitir la gallina su voz = cluck	high
