monoptongar	monophthongize	keep	https://es.wiktionary.org/wiki/monoptongar:linguistics turn into a monophthong	medium
monumentalizar	monumentalize	keep	https://es.wiktionary.org/wiki/monumentalizar:make monumental	medium
morigerar	temper	keep	https://es.wiktionary.org/wiki/morigerar:moderate restrain intensity of feelings	high
mosconear	pester	keep	https://dle.rae.es/mosconear:importunar molestar con impertinencia	high
motear	speckle	keep	https://es.wiktionary.org/wiki/motear:speckle (Dutch bespikkelen)	high
motejar	nickname	keep	https://dle.rae.es/motejar:apply derogatory nickname or label	high
murar	wall	keep	https://es.wiktionary.org/wiki/murar:encircle and fortify with a wall	high
mustiar	wither	keep	https://es.wiktionary.org/wiki/mustiar:wilt fade marchitar	high
negrear	turn black	keep	https://es.wiktionary.org/wiki/negrear:blacken show black	medium
neurotizar	neuroticize	keep	https://es.wiktionary.org/wiki/neurotizar:volver neurotico a alguien	high
niñear	act childish	keep	https://dle.rae.es/niñear:hacer niñerias portarse como un niño	high
nuclearizar	nuclearize	keep	https://es.wiktionary.org/wiki/nuclearizar:equip with nuclear capacity	high
obcecar	blind	keep	https://es.wiktionary.org/wiki/obcecar:cegar ofuscar blind	high
obstar	hinder	keep	https://es.wiktionary.org/wiki/obstar:poner dificultades impedimentos	high
ociar	idle	keep	https://es.wiktionary.org/wiki/ociar:be idle from ocio (archaic)	medium
opositar	sit public exam	replace	https://es.wiktionary.org/wiki/opositar:take competitive civil service exam	high
