arramplar	sweep away	keep	https://dle.rae.es/arramplar : llevarse con codicia todo lo que hay (grab/sweep everything away)	high
arrebolar	redden	keep	https://es.wiktionary.org/wiki/arrebolar : poner de color arrebol (redden)	high
arrumbar	discard	keep	https://es.wiktionary.org/wiki/arrumbar : descartar o dejar obsoleta alguna cosa (discard)	high
asaetear	shoot arrows	keep	https://es.wiktionary.org/wiki/asaetear : herir o matar con saetas (shoot arrows at)	medium
asalariar	put on salary	replace	https://es.wiktionary.org/wiki/asalariar : denominal from salario; estipendiar/pagar (put on salary)	high
aspar	reel	keep	https://es.wiktionary.org/wiki/aspar : hacer madeja el hilo en el aspa (wind into skein/reel)	high
asperjar	sprinkle	keep	https://es.wiktionary.org/wiki/asperjar : rociar hisopear (sprinkle)	high
atarugar	wedge	keep	https://es.wiktionary.org/wiki/atarugar : tapar/asegurar con tarugos (peg/wedge)	medium
atildar	primp	keep	https://www.wordreference.com/es/en/translation.asp?spen=atildar : spruce neaten (primp)	high
atiplar	raise pitch	keep	https://es.wiktionary.org/wiki/atiplar : levantar el tono hasta tiple (raise pitch)	high
atocinar	cure pork	keep	https://es.thefreedictionary.com/atocinar : partir el cerdo y hacer tocino (make/cure bacon)	medium
atontolinar	stupefy	keep	https://dle.rae.es/atontolinar : atontar (stupefy/make silly)	high
atufar	annoy	keep	https://www.wordreference.com/es/en/translation.asp?spen=atufar : atufarse become angry (anger/annoy)	medium
aturullar	confuse	keep	https://es.wiktionary.org/wiki/aturullar : confundir o turbar a alguien (confuse)	high
aureolar	surround with halo	replace	https://www.rae.es/diccionario-estudiante/aureolar : rodear como una aureola (surround with halo); haloe misspelled	high
autosugestionar	autosuggest	keep	https://es.wiktionary.org/wiki/autosugestionar : auto- + sugestionar (self-suggest/autosuggest)	high
