despelotar	strip naked	keep	https://www.rae.es/diccionario-estudiante/despelotarse:undress strip	high
despendolar	go wild	keep	https://dle.rae.es/despendolarse:behave without restraint go wild	high
despistar	throw off the track	replace	https://es.wiktionary.org/wiki/despistar:make lose orientation throw off track	high
desplanchar	wrinkle	keep	https://es.wiktionary.org/wiki/desplanchar:des+planchar un-iron wrinkle	medium
despreocupar	stop worrying	replace	https://es.wiktionary.org/wiki/despreocupar:reflexive cease being concerned	high
desriñonar	overwork	keep	https://es.wiktionary.org/wiki/desriñonar:exhaust break one's back	high
desubicar	misplace	keep	https://es.wiktionary.org/wiki/desubicar:transitive put out of place	medium
desusar	disuse	keep	everyday	high
desvencijar	break apart	keep	https://es.wiktionary.org/wiki/desvencijar:loosen disunite parts	high
desvergonzar	be brazen	keep	https://dle.rae.es/desvergonzarse:become insolent shameless	high
desvitalizar	devitalize	keep	everyday	high
embazar	stun	replace	https://es.wiktionary.org/wiki/embazar:leave unable to act astonish confuse	medium
embotijar	store in jars	replace	https://dle.rae.es/embotijar:echar y guardar algo en botijos	high
empavonar	blue steel	replace	https://es.wiktionary.org/wiki/empavonar:variant of pavonar coat metal blue	medium
empitonar	gore	keep	https://es.wiktionary.org/wiki/empitonar:bullfighting catch with horns	high
emplastecer	plaster	keep	https://es.wiktionary.org/wiki/emplastecer:smooth surface for painting	high
