desapasionar	lose interest	replace	https://es.wiktionary.org/wiki/desapasionar : pronominal sense, lose passion/enthusiasm	medium
desarrendar	unbridle	replace	https://es.wiktionary.org/wiki/desarrendar : primary sense remove reins from horse	medium
desarrimar	move away	keep	https://es.wiktionary.org/wiki/desarrimar : separar quitar lo que esta arrimado	high
desbarrancar	push off cliff	keep	https://es.wiktionary.org/wiki/desbarrancar : arrojar barranca abajo	high
descabalar	leave incomplete	keep	https://dle.rae.es/descabalar : quitar parte de un conjunto cabal	high
descabellar	kill bull	keep	https://es.wiktionary.org/wiki/descabellar : matar al toro de una estocada	high
descacharrar	smash	keep	https://es.wiktionary.org/wiki/descacharrar : romper danar un cacharro	high
descambiar	exchange back	keep	https://es.wiktionary.org/wiki/descambiar : deshacer un cambio devolver lo intercambiado	high
descaperuzar	remove hood	replace	https://dle.rae.es/descaperuzar : quitar de la cabeza la caperuza	high
descasar	annul marriage	keep	https://es.wiktionary.org/wiki/descasar : anular el matrimonio	high
descerebrar	decerebrate	keep	https://es.wiktionary.org/wiki/descerebrar : extirparle el cerebro a un animal	high
descompasar	lose composure	replace	https://dle.rae.es/descompasarse : descomedirse perder la mesura	medium
descuajar	uproot	keep	https://dle.rae.es/descuajar : arrancar de raiz o de cuajo plantas	high
descuajeringar	break apart	keep	https://es.wiktionary.org/wiki/descuajeringar : desarmar algo en las partes que lo constituyen	high
desembarrar	clean mud	keep	https://dle.rae.es/desembarrar : limpiar quitar el barro	high
desembrujar	disenchant	keep	https://es.wiktionary.org/wiki/desembrujar : quitarle a alguien un hechizo	high
