arramplar	sweep away	keep	https://dle.rae.es/arramplar : llevar algo codiciosamente (=arramblar)	high
arrebolar	redden	keep	https://dle.rae.es/arrebolar : poner de color de arrebol (rojo)	high
arrumbar	discard	keep	https://dle.rae.es/arrumbar : apartar o retirar algo por inutil	high
asaetear	shoot arrows	keep	https://dle.rae.es/asaetear : disparar saetas contra alguien	high
asalariar	pay salary	replace	https://es.wiktionary.org/wiki/asalariar : senalar salario a alguien	high
aspar	reel	keep	https://dle.rae.es/aspar : hacer madejas el hilo en el aspa	high
asperjar	sprinkle	keep	https://dle.rae.es/asperjar : rociar o hisopear	high
atarugar	wedge	keep	https://dle.rae.es/atarugar : asegurar con tarugos o cunas	high
atildar	primp	keep	https://dle.rae.es/atildar : componer asear	high
atiplar	raise pitch	keep	https://www.wordreference.com/definicion/atiplar : elevar el tono de voz hasta tiple	high
atocinar	cure pork	keep	https://www.rae.es/drae2001/atocinar : partir el cerdo hacer los tocinos y salarlos	high
atontolinar	stupefy	keep	https://dle.rae.es/atontolinar : atontar aturdir	high
atufar	annoy	keep	https://dle.rae.es/atufar : enfadar enojar (tb pronominal)	high
aturullar	confuse	keep	https://dle.rae.es/aturullar : turbar a alguien de modo que no sepa que decir	high
aureolar	halo	replace	https://www.rae.es/diccionario-estudiante/aureolar : rodear algo como una aureola	high
autosugestionar	autosuggest	keep	https://es.wiktionary.org/wiki/autosugestionar : sugestionarse a si mismo	medium
