desflecar	fray	keep	https://www.definiciones-de.com/Definicion/de/desflecar.php : remove fringe by unraveling edges = fray	high
desfondar	knock the bottom out	replace	https://es.wiktionary.org/wiki/desfondar : remove or break the bottom of a glass or box	high
desforrar	remove the lining	replace	https://www.collinsdictionary.com/us/conjugation/spanish/desforrar : des- + forrar = remove the lining or cover	medium
desguarnecer	strip	keep	https://es.wiktionary.org/wiki/desguarnecer : remove an ornament reinforcement or trim from something	high
desimantar	demagnetize	keep	https://www.collinsdictionary.com/dictionary/spanish-english/desimantar : make a magnet lose magnetization	high
desinsectar	fumigate	keep	https://www.collinsdictionary.com/dictionary/spanish-english/desinsectar : rid of insects and parasites	high
deslavazar	wash out	keep	https://es.wiktionary.org/wiki/deslavazar : wash superficially or drain of vigor and color	medium
deslomar	break back	keep	https://es.wiktionary.org/wiki/deslomar : break or injure the loins or back	high
desmadejar	weaken	keep	https://es.wiktionary.org/wiki/desmadejar : weaken or debilitate the body (colloquial)	high
desmadrar	wean	keep	https://es.wiktionary.org/wiki/desmadrar : separate young livestock from mother so they stop nursing	high
desmandar	get out of control	replace	https://es.wiktionary.org/wiki/desmandarse : run wild stop obeying get out of hand	high
desnortar	disorient	keep	https://es.wiktionary.org/wiki/desnortarse : lose one's bearings become disoriented	high
desojar	strain eyes	keep	https://es.thefreedictionary.com/desojar : strain the eyes by looking too hard	high
desorejar	cut ears	keep	https://es.wiktionary.org/wiki/desorejar : des- + oreja = cut off the ears	medium
despanzurrar	gut	keep	https://es.wiktionary.org/wiki/despanzurrar : rupture the belly (colloquial)	high
despechugar	bare chest	keep	https://es.wiktionary.org/wiki/despechugar : despechugarse = expose one's chest	medium
