conmensurar	measure proportionally	replace	https://es.wiktionary.org/wiki/conmensurar : medir con igualdad o debida proporcion	medium
conminar	threaten	keep	https://dle.rae.es/conminar : amenazar conminar con autoridad	high
connotar	connote	keep	everyday	high
consensuar	agree	keep	https://dle.rae.es/consensuar : adoptar decisiones de comun acuerdo	high
consonantizar	consonantize	keep	https://dle.rae.es/consonantizar : convertir en consonante	high
contabilizar	account	keep	https://dle.rae.es/contabilizar : apuntar en los libros de cuentas	high
contemporizar	temporize	keep	https://dle.rae.es/contemporizar : acomodarse al gusto o dictamen ajeno	high
contonear	sway	keep	https://dle.rae.es/contonearse : movimientos afectados con hombros y caderas al andar	high
contrahacer	counterfeit	keep	https://dle.rae.es/contrahacer : copiar imitar falsificar	high
contrapear	cross-laminate wood	replace	https://dle.rae.es/contrapear : Carp. aplicar unas piezas de madera contra otras con fibras cruzadas	high
contristar	sadden	keep	https://dle.rae.es/contristar : afligir entristecer	high
conturbar	perturb	keep	https://dle.rae.es/conturbar : intranquilizar alterar turbar	high
copar	corner	keep	https://dle.rae.es/copar : conseguir en una competicion todos los puestos	medium
copear	drink	keep	https://dle.rae.es/copear : tomar copas	high
coscar	realize	replace	https://dle.rae.es/coscarse : coloq. darse cuenta percatarse	medium
cristianar	baptize	keep	https://dle.rae.es/cristianar : coloq. bautizar	high
