optimar	optimize	keep	https://es.wiktionary.org/wiki/optimar:optimizar (to optimize)	high
orear	air	keep	https://es.wiktionary.org/wiki/orear:leave exposed to air to dry/ventilate	high
orillar	skirt	keep	https://es.wiktionary.org/wiki/orillar:approach the edge/evade	high
orlar	border	keep	https://es.wiktionary.org/wiki/orlar:adorn with edging/border	high
otear	scan	keep	https://es.wiktionary.org/wiki/otear:survey from a height	high
ovalar	make oval	keep	https://es.wiktionary.org/wiki/ovalar:dar forma de óvalo	high
ovar	lay eggs	keep	https://es.wiktionary.org/wiki/ovar:poner huevos	high
ovillar	wind up	keep	https://es.wiktionary.org/wiki/ovillar:hacer ovillos (make into a ball of yarn)	high
parabolizar	symbolize	replace	https://www.wordreference.com/definicion/parabolizar:ejemplificar simbolizar (primary figurative sense)	medium
parcializar	bias	keep	https://es.wiktionary.org/wiki/parcializar:apply favorably to one over another by bias	high
pedorrear	fart	keep	https://es.wiktionary.org/wiki/pedorrear:expeler los gases del tracto digestivo	high
pegotear	scrounge	keep	https://es.wiktionary.org/wiki/pegotear:enter homes at mealtime uninvited (freeload)	high
peligrar	be in danger	replace	https://es.wiktionary.org/wiki/peligrar:intransitive ser o vivir con peligro (be in danger); not transitive endanger	high
pendonear	gallivant	keep	https://educalingo.com/en/dic-es/pendonear:wander about for leisure	high
peraltar	bank	keep	https://es.wiktionary.org/wiki/peraltar:bank/tilt a curve or surface	high
pergeñar	contrive	keep	https://es.wiktionary.org/wiki/pergeñar:devise/sketch out a plan with skill	high
