avezar	accustom	keep	everyday: avezarse a-+vezo "get used to/accustom"	high
aviejar	age	keep	morph a-+viejo+ar "make old/age"	high
avispar	liven	keep	morph a-+avispa+ear coloquial "avivar/espabilar liven up"	medium
azarar	fluster	keep	everyday variante de azorar "sobresaltar/avergonzar fluster"	high
azufrar	sulfur	keep	morph azufre+ar "treat with sulfur"	high
babosear	slobber	keep	morph baba+ear "drool/slobber"	high
bailotear	dance	keep	morph frequentative of bailar "dance about"	high
bandear	cross	keep	https://es.wiktionary.org/wiki/bandear : Amer. "cruzar un rio a la otra orilla" cross	high
banderillear	place banderillas	replace	https://dle.rae.es/banderillear : "poner banderillas al toro" place banderillas on a bull	high
baquetear	wear out	keep	https://es.wiktionary.org/wiki/baquetear : "danar un objeto por usarlo reiteradamente" wear out	high
barrar	smear with mud	replace	https://es.wiktionary.org/wiki/barrar : "untar cubrir o manchar con barro" from barro mud not barra bar	high
biografiar	write a biography	replace	https://es.wiktionary.org/wiki/biografiar : "elaborar la biografia de alguien" write someone's biography	high
bisar	encore	keep	morph bis+ar "repeat a performance encore"	high
bobear	fool around	keep	morph bobo+ear "act foolishly fool around"	high
bracear	flail	keep	morph brazo+ear "move the arms flail"	high
brear	thrash	keep	https://es.wiktionary.org/wiki/brear : "maltratar" thrash/beat up	high
