taquigrafiar	write shorthand	replace	https://es.wiktionary.org/wiki/taquigrafiar : taquigrafía=shorthand, write in shorthand	high
taracear	inlay	keep	everyday : from taracea (marquetry/inlay)	high
tarar	tare	keep	everyday : set tare weight	medium
tarifar	price	keep	everyday : from tarifa, set price/rate	high
tarjetear	use credit card	replace	https://es.wiktionary.org/wiki/tarjetear : colloquial sense employ credit cards for purchases	medium
tartajear	stammer	keep	everyday : stutter/stammer	high
tatarear	hum	keep	everyday : variant of tararear, hum a tune	high
tecnificar	modernize	keep	everyday : -ificar from técnica, make technical/modernize	high
temblequear	shiver	keep	everyday : frequentative of temblar, tremble/shiver	high
teologizar	theologize	keep	everyday : -izar from teología	high
terraplenar	embank	keep	everyday : from terraplén, build embankment	high
tersar	smooth	keep	everyday : from terso, make smooth	medium
testar	make a will	replace	https://es.wiktionary.org/wiki/testar : make a will (not bequeath)	high
titularizar	tenure	keep	everyday : grant tenure to a titular	medium
toldar	cover with awning	replace	https://dle.rae.es/toldar : cubrir con toldo, cover with awning	high
tonsurar	tonsure	keep	everyday : give tonsure	high
