reconcomer	fret	keep	https://es.wiktionary.org/wiki/reconcomer:emotional nagging discomfort that consumes one	high
recuadrar	frame	keep	everyday (re+cuadro/cuadrar = put in a frame/box)	high
redundar	result in	replace	https://es.wiktionary.org/wiki/redundar:resultar/venir a parar en beneficio o daño	high
reenganchar	reenlist	replace	https://es.wiktionary.org/wiki/reenganchar:volver a engancharse/reengancharse en el ejercito	high
reensayar	rehearse again	replace	morphology re-+ensayar = rehearse again	high
reflorecer	bloom again	replace	morphology re-+florecer (inchoative) = bloom again	high
refocilar	delight	keep	https://es.wiktionary.org/wiki/refocilar:recrear/alegrar/causar deleite	high
regodear	delight	keep	https://es.wiktionary.org/wiki/regodear:pronominal regodearse = take delight	medium
rehumedecer	remoisten	keep	morphology re-+humedecer (inchoative) = moisten again	high
rehundir	sink	keep	everyday (re-+hundir = sink deeply)	high
rejonear	spear bull	keep	https://es.wiktionary.org/wiki/rejonear:herir al toro con el rejon	high
religar	rebind	keep	everyday (re-+ligar = bind again)	high
remansar	form a pool	replace	morphology remanso = still pool; remansarse = water forms a still pool	medium
remorder	gnaw at	replace	https://es.wiktionary.org/wiki/remorder:la conciencia me remuerde = gnaws at me	high
repatear	annoy	keep	https://es.wiktionary.org/wiki/repatear:coloquial transitive = irritate/annoy	medium
repeinar	comb again	replace	morphology re-+peinar = comb again	high
