chicolear	flirt	keep	everyday: chicolear from chico + -ear say compliments/flirt	medium
chinchorrear	gossip	keep	everyday: spread gossip and rumors	medium
chirigotear	jest	keep	https://es.wiktionary.org/wiki/chirigota : chirigota joke + -ear jest	high
chistar	speak	keep	https://es.wiktionary.org/wiki/chistar : prorrumpir en alguna voz make a sound/speak usually in negation	high
choricear	pilfer	keep	everyday: chorizo thief + -ear pilfer/steal	medium
chotear	mock	keep	everyday: make fun of/mock	medium
chulear	swagger	keep	everyday: chulo cocky + -ear act cocky/swagger	medium
churruscar	scorch	keep	everyday: overcook until charred	high
cicatear	skimp	keep	everyday: cicatero stingy + -ear be stingy/skimp	high
cimbrear	sway	keep	everyday: bend/sway a flexible rod	high
cinematografiar	film	keep	morphology: cinematografo + -iar film	high
ciscar	soil	keep	https://es.wiktionary.org/wiki/ciscar : ensuciar una cosa soil/dirty (primary sense)	high
cizañar	sow discord	keep	morphology: cizaña discord + -ar sow discord	high
clarear	dawn	replace	https://es.wiktionary.org/wiki/clarear : empezar a amanecer primary impersonal everyday sense	high
clavetear	stud	keep	morphology: clavete small nail + -ear stud with nails	high
clocar	cluck	keep	everyday: onomatopoeic hen cluck	high
