avezar	accustom	keep	https://es.wiktionary.org/wiki/avezar : sinónimo acostumbrar	high
aviejar	age	keep	https://es.wiktionary.org/wiki/aviejar : denominal from viejo make old	medium
avispar	liven	keep	https://es.wiktionary.org/wiki/avispar : make alert/lively	medium
azarar	fluster	keep	https://es.wiktionary.org/wiki/azarar : provocar desasosiego o inquietud repentina	high
azufrar	sulfur	keep	https://es.wiktionary.org/wiki/azufrar : treat with sulfur	high
babosear	slobber	keep	https://es.wiktionary.org/wiki/babosear : echar o llenar de baba	high
bailotear	dance	keep	https://es.wiktionary.org/wiki/bailotear : dance a lot ungracefully	high
bandear	cross	keep	https://es.wiktionary.org/wiki/bandear : pasar un rio a la otra orilla	medium
banderillear	stab with banderillas	replace	https://www.wordreference.com/es/en/translation.asp?spen=banderillear : stab a bull with banderillas	high
baquetear	wear out	keep	https://es.wiktionary.org/wiki/baquetear : danar objeto por usarlo reiteradamente	high
barrar	daub	replace	https://www.wordreference.com/es/en/translation.asp?spen=barrar : daub smear soil with mud	high
biografiar	write biography	replace	https://es.wiktionary.org/wiki/biografiar : write the biography of someone	high
bisar	encore	keep	https://es.wiktionary.org/wiki/bisar : repeat musical number at audience request	high
bobear	fool around	keep	https://es.wiktionary.org/wiki/bobear : from bobo act foolishly	medium
bracear	flail	keep	https://es.wiktionary.org/wiki/bracear : mover repetidamente los brazos	high
brear	thrash	keep	https://es.wiktionary.org/wiki/brear : maltratar hostigar acosar	high
