conmensurar	commensurate	keep	commensurate	2	https://es.wiktionary.org/wiki/conmensurar : medir con igualdad o debida proporcion	medium	wikt+morph keep commensurate; rae phrased as measure proportionally same sense
conminar	threaten	keep	threaten	3	everyday (3/3)	high
connotar	connote	keep	connote	3	everyday (3/3)	high
consensuar	agree	keep	agree	3	https://dle.rae.es/consensuar : adoptar decisiones de comun acuerdo	high	morph reach consensus synonymous
consonantizar	consonantize	keep	consonantize	3	https://dle.rae.es/consonantizar : convertir en consonante	high
contabilizar	account	keep	account	3	https://dle.rae.es/contabilizar : apuntar en los libros de cuentas	high	account for
contemporizar	temporize	keep	temporize	3	https://dle.rae.es/contemporizar : acomodarse al gusto o dictamen ajeno	high
contonear	sway	keep	sway	3	https://dle.rae.es/contonearse : movimientos con hombros y caderas al andar	high
contrahacer	counterfeit	keep	counterfeit	3	https://dle.rae.es/contrahacer : copiar imitar falsificar	high
contrapear	plywood	replace	cross-laminate	3	https://dle.rae.es/contrapear : aplicar unas piezas de madera contra otras con fibras cruzadas	high	carpentry term contrachapar
contristar	sadden	keep	sadden	3	https://dle.rae.es/contristar : afligir entristecer	high
conturbar	perturb	keep	perturb	3	https://dle.rae.es/conturbar : intranquilizar alterar turbar	high
copar	corner	keep	corner	3	https://dle.rae.es/copar : conseguir en una competicion todos los puestos	high
copear	drink	keep	drink	3	https://dle.rae.es/copear : tomar copas	high	wikt have drinks synonymous
coscar	annoy	replace	catch on	3	https://dle.rae.es/coscarse : coloq. darse cuenta percatarse	high	coscarse colloquial realize; current annoy wrong
cristianar	baptize	keep	baptize	3	https://dle.rae.es/cristianar : coloq. bautizar	high
