monoptongar	monophthongize	keep	monophthongize	3	https://es.wiktionary.org/wiki/monoptongar: linguistics turn into a monophthong	high
monumentalizar	monumentalize	keep	monumentalize	3	https://es.wiktionary.org/wiki/monumentalizar: make monumental	high
morigerar	temper	keep	temper	3	https://es.wiktionary.org/wiki/morigerar: moderar contener la intensidad de un sentimiento	high
mosconear	pester	keep	pester	3	https://dle.rae.es/mosconear: importunar con impertinencia y pesadez	high
motear	speckle	keep	speckle	3	https://es.wiktionary.org/wiki/motear: salpicar de motas	high
motejar	nickname	keep	nickname	3	https://dle.rae.es/motejar: llamar a alguien con apodo o mote	high
murar	wall	keep	wall	3	https://es.wiktionary.org/wiki/murar: encircle and fortify with a wall	high
mustiar	wither	keep	wither	3	https://es.wiktionary.org/wiki/mustiar: ajar quitar frescura a flores y plantas	high
negrear	turn black	keep	turn black	3	https://es.wiktionary.org/wiki/negrear: blacken show black	high
neurotizar	neuroticize	keep	neuroticize	3	https://es.wiktionary.org/wiki/neurotizar: volver neurotico a alguien	high	morph glossed make neurotic (synonym)
niñear	act childish	keep	act childish	3	https://dle.rae.es/niñear: hacer niñerias portarse como un niño	high
nuclearizar	nuclearize	keep	nuclearize	3	https://es.wiktionary.org/wiki/nuclearizar: equip with nuclear capacity	high
obcecar	blind	keep	blind	3	https://es.wiktionary.org/wiki/obcecar: cegar ofuscar volver incapaz de pensar racionalmente	high
obstar	hinder	keep	hinder	3	https://es.wiktionary.org/wiki/obstar: poner dificultades o impedimentos	high
ociar	idle	keep	idle	3	https://es.wiktionary.org/wiki/ociar: dejar el trabajo darse al ocio	high
opositar	compete	replace	sit competitive exam	3	https://dle.rae.es/opositar: hacer oposiciones a un cargo o empleo	high	specific sense: sit competitive public exam
