encanar	jail	keep	jail	3	https://es.wiktionary.org/wiki/encanar : lunfardo encanar = encarcelar/jail	high	colloquial Cono Sur/Colombia
encanutar	roll	keep	roll	3	https://dle.rae.es/encanutar : poner algo en forma de canuto (tube/roll)	medium
engarabitar	climb	keep	climb	2	https://www.rae.es/drae2001/engarabitar : intr. trepar (climb); curl numb fingers secondary	high	morph favored curl up but 2/3 back climb
enguachinar	soak	keep	soak	3	https://dle.rae.es/enguachinar : enaguachar/llenar de agua (waterlog/soak)	high
enmudecer	silence	replace	fall silent	2	https://dle.rae.es/enmudecer : intr. quedar mudo o guardar silencio (fall silent)	high	usually intransitive; rae kept transitive silence
ennoviar	get engaged	replace	start dating	3	https://dle.rae.es/ennoviarse : echarse novio / entablar noviazgo = start dating not engaged	high	get a boyfriend/girlfriend = same sense
enquistar	encyst	keep	encyst	3	everyday (3/3) medical term en-+quiste	high
enrocar	castle	keep	castle	3	everyday (3/3) chess term	high
enronquecer	make hoarse	keep	make hoarse	3	everyday (3/3) en-+ronco	high
ensañar	rage	replace	be cruel	3	https://www.rae.es/dpd/ensañar : deleitarse en causar daño = be cruel	high	reflexive ensañarse; be cruel with the defenseless
enseñorear	take over	keep	take over	3	https://dle.rae.es/enseñorear : dominar algo / hacerse dueño = take over	high
ensoberbecer	make arrogant	keep	make arrogant	3	everyday (3/3) inchoative -ecer on soberbio	high
entallar	fit	keep	fit	3	https://dle.rae.es/entallar : ajustar la ropa al talle (fit garment); carve secondary	high	two senses: fit garment / carve
entarimar	floor	keep	floor	3	https://dle.rae.es/entarimar : cubrir el suelo con tablas o tarima (floor)	high
entelar	cover	keep	cover	3	https://dle.rae.es/entelar : cubrir con tela (cover with fabric)	high
entenebrecer	darken	keep	darken	3	https://dle.rae.es/entenebrecer : oscurecer/llenar de tinieblas (darken)	high
