reconcomer	fret	keep	fret	3	https://es.wiktionary.org/wiki/reconcomer : reconcomerse = be consumed inwardly / fret	high
recuadrar	frame	keep	frame	3	https://es.wiktionary.org/wiki/recuadrar : cortar o dividir en cuadros = frame	high
redundar	result	replace	result in	3	https://es.wiktionary.org/wiki/redundar : resultar / venir a parar en beneficio o daño = result in	high
reenganchar	rehook	replace	reenlist	3	https://es.wiktionary.org/wiki/reenganchar : reengancharse en el ejercito = re-enlist	high	reenganchar(se) = reenlist
reensayar	rehearse	replace	rehearse again	3	https://dle.rae.es/reensayar : volver a ensayar = rehearse again	high
reflorecer	reflower	replace	bloom again	3	https://es.wiktionary.org/wiki/reflorecer : volver a echar flores = bloom again	high
refocilar	delight	keep	delight	3	https://es.wiktionary.org/wiki/refocilar : recrear / alegrar / causar deleite = delight	high	rae glossed revel; same coarse-delight sense
regodear	delight	keep	delight	3	https://es.wiktionary.org/wiki/regodear : regodearse = take delight	high	take delight
rehumedecer	remoisten	keep	remoisten	3	https://es.wiktionary.org/wiki/rehumedecer : humedecer de nuevo = remoisten	high
rehundir	sink	keep	sink	3	https://dle.rae.es/rehundir : hundir / sumergir a lo mas hondo = sink	high
rejonear	spear bull	keep	spear bull	3	https://es.wiktionary.org/wiki/rejonear : herir al toro con el rejon = spear bull	high
religar	rebind	keep	rebind	3	https://es.wiktionary.org/wiki/religar : volver a atar = rebind	high
remansar	pool	replace	form a pool	3	https://es.wiktionary.org/wiki/remansar : remansarse = water forming a still pool	high	current pool to terse form a pool; same sense
remorder	cause remorse	replace	gnaw at	3	https://es.wiktionary.org/wiki/remorder : la conciencia me remuerde = gnaws at	high
repatear	annoy	keep	annoy	3	https://dle.rae.es/repatear : fastidiar / molestar mucho = annoy	high
repeinar	recomb	replace	comb again	3	https://es.wiktionary.org/wiki/repeinar : re- + peinar = comb again	high
