entoldar	awning	replace	cover with awning	3	https://es.wiktionary.org/wiki/entoldar : cubrir con toldos = cover with awnings	high
entrelucir	glimmer	replace	show through	2	https://dle.rae.es/entrelucir : divisarse entremedias de otra = show through partially	medium	morph dissented (glimmer/shine through); senses are near-adjacent
entubar	tube	replace	intubate	3	https://es.wiktionary.org/wiki/entubar : insert a tube (medical intubation)	high
erisipelar	infect	replace	cause erysipelas	3	https://es.wiktionary.org/wiki/erisipelar : producir erisipela	high	rare/technical, grounded
escachifollar	smash	keep	smash	3	https://www.rae.es/diccionario-estudiante/escachifollar : estropear = damage/ruin (coloq)	high	wikt said ruin = synonym of smash
escaquear	dodge	keep	dodge	3	https://es.wiktionary.org/wiki/escaquear : escaquearse = shirk/dodge a duty	high
esclerosar	harden	keep	harden	3	https://es.wiktionary.org/wiki/esclerosar : medical, harden (sclerose)	high
esclerotizar	harden	keep	harden	3	https://es.wiktionary.org/wiki/esclerotizar : harden via sclerotization	high
escorar	list	keep	list	3	https://es.wiktionary.org/wiki/escorar : ship list/heel to one side	high	nautical
escotar	lower neckline	keep	lower neckline	3	https://es.wiktionary.org/wiki/escotar : cut/trim a garment (neckline)	high
escriturar	deed	keep	deed	3	https://es.wiktionary.org/wiki/escriturar : hacer constar con escritura publica = execute by public deed	high	morph said notarize = synonym of deed
españolear	flaunt Spanishness	keep	flaunt Spanishness	3	https://es.wiktionary.org/wiki/españolear : excessively promote/boast of Spain	medium
espichar	die	keep	die	3	https://es.wiktionary.org/wiki/espichar : espicharla colloquial = die	medium	colloquial
espurrear	spray	keep	spray	3	https://es.wiktionary.org/wiki/espurrear : rociar con liquido expelido por la boca	high
esquejar	take cuttings	keep	take cuttings	3	https://es.wiktionary.org/wiki/esquejar : propagate plants from cuttings	high
estabular	stable	keep	stable	3	https://es.wiktionary.org/wiki/estabular : keep/raise livestock in stables	high
