heñir	knead	keep	knead	3	https://es.wiktionary.org/wiki/heñir : knead dough with fists	high
himplar	snarl	keep	snarl	3	https://es.wiktionary.org/wiki/himplar : big-cat roar/snarl	high
hocicar	root	keep	root	3	https://es.wiktionary.org/wiki/hocicar : animals lift earth with the snout	high
hojaldrar	puff	keep	puff	3	https://es.wiktionary.org/wiki/hojaldrar : shape dough into puff pastry	high
hondear	sound	keep	sound	3	https://es.wiktionary.org/wiki/hondear : recognize the bottom with a sounding line	high
hostiar	wallop	keep	wallop	3	https://dle.rae.es/hostiar : hit or strike someone (vulgar, Spain)	high	wallop/whack both valid
hozar	root	keep	root	3	https://es.wiktionary.org/wiki/hozar : move earth with the snout (pigs)	high
humar	smoke	keep	smoke	3	https://dle.rae.es/humar : echar humo / emit smoke	high
huronear	pry	keep	pry	3	https://dle.rae.es/huronear : colloquial pry into others' affairs	high	pry/ferret both valid
interviuvar	interview	keep	interview	3	https://es.wiktionary.org/wiki/interviuvar : entrevistar / interview	high
loquear	act crazy	keep	act crazy	3	https://es.wiktionary.org/wiki/loquear : estar loco / hacer locuras	high
lucubrar	ponder	keep	ponder	3	https://es.wiktionary.org/wiki/lucubrar : elucubrar / work studiously and ponder	high
malcasar	mismarry	keep	mismarry	3	https://dle.rae.es/malcasar : marry badly / without conditions for happy marriage	high
malmeter	incite	keep	incite	3	https://www.rae.es/diccionario-estudiante/malmeter : inducir a hacer cosas malas / incite	high
maltraer	mistreat	keep	mistreat	3	https://es.wiktionary.org/wiki/maltraer : maltratar / mistreat	high
mancipar	enslave	keep	enslave	3	https://es.wiktionary.org/wiki/mancipar : subjugate / make a slave	high
