tornasolar	iridesce	keep	iridesce	3	https://es.wiktionary.org/wiki/tornasolar:make iridescent	high
torrar	roast	keep	roast	3	https://es.wiktionary.org/wiki/torrar:tostar toast or roast	high
trajear	dress	keep	dress	3	https://es.wiktionary.org/wiki/trajear:dress someone in a suit	high
trapacear	cheat	keep	cheat	3	https://dle.rae.es/trapacear:deceive or defraud	medium	swindle sense also valid
trapichear	deal	keep	deal	3	https://dle.rae.es/trapichear:retail or trade in small quantities	high	petty/small-scale dealing
trashumar	migrate	keep	migrate	3	https://es.wiktionary.org/wiki/trashumar:seasonal livestock migration	high
trastabillar	stumble	keep	stumble	3	https://es.wiktionary.org/wiki/trastabillar:dar traspies stumble	high
tremolar	wave	keep	wave	3	https://es.wiktionary.org/wiki/tremolar:wave a flag in the air	high
trepanar	trepan	keep	trepan	3	https://es.wiktionary.org/wiki/trepanar:drill the skull	high
triptongar	triphthong	replace	form triphthong	3	https://es.wiktionary.org/wiki/triptongar:form a triphthong	high	all 3 checkers replace
trizar	shatter	keep	shatter	3	https://es.wiktionary.org/wiki/trizar:break into pieces	high
trompetear	trumpet	keep	trumpet	3	https://es.wiktionary.org/wiki/trompetear:play the trumpet	high
troquelar	stamp	keep	stamp	3	https://es.wiktionary.org/wiki/troquelar:stamp with a die	high
trovar	versify	keep	versify	3	https://es.wiktionary.org/wiki/trovar:write poetry	high
trufar	stuff	keep	stuff	3	https://es.wiktionary.org/wiki/trufar:stuff with truffles	high	all agree truffle sense; current stuff synonymous
tullir	cripple	keep	cripple	3	https://es.wiktionary.org/wiki/tullir:cause loss of limb movement	high
