quebrantar	break	keep	break	3	https://es.wiktionary.org/wiki/quebrantar : romper una cosa con fuerza = break	high	chunk proposed "break apart" but all 3 confirm break; violate-law is secondary sense
racanear	skimp	keep	skimp	3	https://dle.rae.es/racanear : escatimar/ser racano con el dinero = skimp	high
radiotelegrafiar	radiotelegraph	keep	radiotelegraph	3	https://dle.rae.es/radiotelegrafiar : transmitir algo por radiotelegrafia	high
ramonear	browse	keep	browse	3	https://es.wiktionary.org/wiki/ramonear : animals eat leaf/branch tips = browse	high	browse (graze)
rarificar	rarefy	keep	rarefy	3	https://es.wiktionary.org/wiki/rarificar : transitive verb rarefy (make less dense)	high
rastrojar	clear stubble	keep	clear stubble	3	https://dle.rae.es/rastrojar : arrancar el rastrojo = clear stubble	high
rebañar	scrape clean	keep	scrape clean	3	https://es.wiktionary.org/wiki/rebañar : scrape/lick clean leftover food = scrape clean	high
rebordear	edge	keep	edge	3	https://dle.rae.es/rebordear : hacer o formar un reborde = edge	high
recalar	make landfall	keep	make landfall	3	https://es.wiktionary.org/wiki/recalar : buque llega a la vista de punto conocido = make landfall	high
recalificar	rezone	keep	rezone	2	https://dle.rae.es/recalificar : cambiar la calificacion urbanistica de un terreno = rezone	medium	rae+wikt back rezone; morph favors requalify (sense 1) but notes rezone is sense 2
recamar	embroider	keep	embroider	3	https://es.wiktionary.org/wiki/recamar : related to bordar = embroider	high
recatar	conceal	keep	conceal	3	https://es.wiktionary.org/wiki/recatar : impedir que algo se vea/perciba = conceal	high
recauchutar	retread	keep	retread	3	https://dle.rae.es/recauchutar : volver a cubrir de caucho un neumatico = retread	high
recidivar	relapse	keep	relapse	3	https://es.wiktionary.org/wiki/recidivar : repetirse una enfermedad = relapse	high	chunk proposed "recur" but all 3 keep relapse
recochinear	gloat	keep	gloat	3	https://dle.rae.es/recochinearse : burlarse con malicia / regodearse = gloat	medium
recomer	fret	keep	fret	3	https://es.wiktionary.org/wiki/recomer : molestia interior continuada que consume = fret	high
