cloquear	cluck	keep	cluck	3	everyday (3/3); onomatopoeic hen sound	high
cloroformizar	chloroform	keep	chloroform	3	https://es.wiktionary.org/wiki/cloroformizar : emplear cloroformo para anestesiar	high
coadyuvar	assist	keep	assist	3	https://es.wiktionary.org/wiki/coadyuvar : contribuir a la realizacion de algo	high
cocear	kick	keep	kick	3	everyday (3/3); coz (kick) + -ear	high
coheredar	co-inherit	keep	co-inherit	3	https://es.wiktionary.org/wiki/coheredar : heredar conjuntamente	high
colacionar	collate	keep	collate	3	https://dle.rae.es/colacionar : cotejar (collate/compare)	high
colear	wag	keep	wag	3	everyday (3/3); cola (tail) + -ear	high
colegiar	register	keep	register	3	https://es.wiktionary.org/wiki/colegiar : incorporar a un profesional en el colegio de su profesion	high	morph preferred join professional body; same sense as register
colindar	border	keep	border	3	https://es.wiktionary.org/wiki/colindar : tener limites comunes	high
columbrar	glimpse	keep	glimpse	3	https://es.wiktionary.org/wiki/columbrar : percibir o divisar desde lejos sin distinguir bien	high
comadrear	gossip	keep	gossip	3	https://es.wiktionary.org/wiki/comadrear : contar y difundir chismes	high
comedir	restrain	keep	restrain	3	https://es.wiktionary.org/wiki/comedir : comedirse moderarse/contenerse	high	reflexive restrain oneself
compendiar	summarize	keep	summarize	3	https://es.wiktionary.org/wiki/compendiar : producir un compendio o resumen	high
compenetrar	bond	keep	bond	3	https://dle.rae.es/compenetrarse : identificarse en ideas y sentimientos dos personas	high	reflexive bond/identify deeply
competer	concern	keep	concern	3	https://es.wiktionary.org/wiki/competer : pertenecer tocar o incumbir a uno	high	be incumbent on
compulsar	collate	keep	collate	3	https://es.wiktionary.org/wiki/compulsar : comparar un documento con su copia para cotejar	high	certify/collate copy against original
