despelotar	strip	keep	strip naked	3	https://www.rae.es/diccionario-estudiante/despelotarse : desnudarse (strip naked)	high	current "strip" synonymous with strip naked
despendolar	go wild	keep	go wild	3	https://dle.rae.es/despendolarse : behave without restraint	high
despistar	mislead	replace	throw off the track	3	https://es.wiktionary.org/wiki/despistar : hacer perder la pista (throw off the track)	high
desplanchar	wrinkle	keep	wrinkle	3	https://es.wiktionary.org/wiki/desplanchar : des+planchar un-iron wrinkle	high
despreocupar	relax	replace	stop worrying	3	https://es.wiktionary.org/wiki/despreocupar : despreocuparse = dejar de preocuparse (stop worrying)	high	reflexive
desriñonar	overwork	keep	overwork	3	https://es.wiktionary.org/wiki/desriñonar : causar fatiga extrema (overwork to exhaustion)	high	break one's back
desubicar	misplace	replace	disorient	2	https://es.wiktionary.org/wiki/desubicar : poner fuera de lugar (put out of place/disorient)	high	rae+morph=disorient, wikt=put out of place (misplace)
desusar	disuse	keep	disuse	3	everyday (3/3) : stop using / fall into disuse	high
desvencijar	break apart	keep	break apart	3	https://es.wiktionary.org/wiki/desvencijar : loosen disunite parts	high
desvergonzar	be brazen	keep	be brazen	3	https://dle.rae.es/desvergonzarse : become insolent shameless	high
desvitalizar	devitalize	keep	devitalize	3	everyday (3/3) : remove vitality / sap vitality	high
embazar	dye	replace	confuse	3	https://es.wiktionary.org/wiki/embazar : pasmar confundir (astound/confuse); dye is rare etym-2	medium	uncertain verb resolved to confuse/stun sense
embotijar	bottle	replace	store in jars	3	https://dle.rae.es/embotijar : echar y guardar algo en botijos (store in earthenware jugs)	high	botijo jug not bottle
empavonar	burnish	replace	blue steel	2	https://dle.rae.es/pavonar : dar pavón al hierro o acero (blue/coat steel)	medium	rae+wikt=blue steel; morph kept burnish as variant
empitonar	gore	keep	gore	3	https://es.wiktionary.org/wiki/empitonar : coger el toro con los pitones (gore with horns)	high
emplastecer	plaster	keep	plaster	3	https://es.wiktionary.org/wiki/emplastecer : eliminar irregularidades para pintarla (plaster/smooth)	high
