manducar	eat	keep	eat	3	everyday (3/3)	high	colloquial comer
mantear	toss	keep	toss	3	dle.rae.es/mantear: levantar a alguien en una manta entre varios	high	toss in a blanket
maridar	marry	keep	marry	3	dle.rae.es/maridar: casarse o unirse en matrimonio	high
maternizar	humanize milk	keep	humanize milk	3	rae.es/diccionario-estudiante/maternizar: dotar a una leche de las propiedades de la materna	high	rare technical infant-formula sense, RAE-cited
matrimoniar	marry	keep	marry	3	dle.rae.es/matrimoniar: contraer matrimonio	high
mechar	lard	keep	lard	3	dle.rae.es/mechar: introducir mechas de tocino en la carne	high
mensualizar	monthly bill	replace	pay monthly	3	asale.org/damer/mensualizar: proceder al pago mensual de salarios	high	all 3 replace awkward current gloss
menudear	occur often	keep	occur often	3	dle.rae.es/menudear: suceder algo con frecuencia	high
mesar	tear hair	keep	tear hair	3	dle.rae.es/mesar: arrancar el cabello o la barba con las manos	high
metaforizar	metaphorize	keep	metaphorize	3	dle.rae.es/metaforizar: usar metaforas o alegorias	high
meteorizar	bloat	keep	bloat	3	dle.rae.es/meteorizar: causar meteorismo en el ganado	high
migar	crumble	keep	crumble	3	dle.rae.es/migar: desmenuzar el pan en pedazos pequenos	high
militar	militate	replace	serve in military	3	dle.rae.es/militar: servir en la guerra / profesar la milicia	high	all 3 replace; primary sense is military service
ministrar	administer	keep	administer	3	dle.rae.es/ministrar: administrar o suministrar	high
mocar	blow nose	keep	blow nose	3	dle.rae.es/mocar: sonar y limpiar los mocos	high
moldar	mold	keep	mold	3	dle.rae.es/moldar: amoldar o sacar molde	high
