desempalmar	disconnect	keep	disconnect	3	https://es.wiktionary.org/wiki/desempalmar (des-+empalmar splice/connect reversed)	high
desempapelar	unpaper	replace	strip wallpaper	3	https://es.wiktionary.org/wiki/desempapelar (des-+empapelar = remove wallpaper)	high	current unpaper too literal
desempedrar	unpave	keep	unpave	3	https://es.wiktionary.org/wiki/desempedrar (arrancar las piedras de un empedrado)	high
desempotrar	unbuild	replace	remove built-in	2	https://es.wiktionary.org/wiki/desempotrar (extraer una cosa empotrada)	high	wikt+morph replace; rae cites same built-in sense
desencajonar	unbox	keep	unbox	3	https://es.wiktionary.org/wiki/desencajonar (sacar lo del interior de un cajon)	high
desencapotar	uncover	replace	clear up	2	https://es.wiktionary.org/wiki/desencapotar (el cielo despejarse/aclararse)	medium	weather/sky sense per chunk note; rae preferred remove-cloak
desencasquillar	unjam	keep	unjam	3	https://es.thefreedictionary.com/desencasquillar (clear jammed cartridge in firearm)	high
desenclavar	dislodge	keep	dislodge	3	https://es.wiktionary.org/wiki/desenclavar (sacar con violencia del sitio)	high
desencorvar	straighten	keep	straighten	3	https://es.wiktionary.org/wiki/desencorvar (poner recto lo que estaba curvo)	high
desenfadar	calm	keep	calm	3	https://es.wiktionary.org/wiki/desenfadar (quitar el enfado)	high
desenfurruñar	cheer up	keep	cheer up	3	https://es.wiktionary.org/wiki/desenfurru%C3%B1ar (reverse of enfurruñarse to sulk)	high
desenladrillar	remove bricks	keep	remove bricks	3	https://es.wiktionary.org/wiki/desenladrillar (des-+enladrillar brick/tile reversed)	high
desentablillar	unsplint	keep	unsplint	3	https://es.wiktionary.org/wiki/desentablillar (des-+entablillar splint a limb reversed)	high
desentoldar	remove awning	keep	remove awning	3	https://es.wiktionary.org/wiki/desentoldar (des-+toldo awning reversed)	high
desertizar	desertify	keep	desertify	3	https://es.wiktionary.org/wiki/desertizar (convertir en desierto)	high
desfasar	mismatch	replace	throw out of phase	3	https://es.wiktionary.org/wiki/desfasar (hacer variar la fase de una senal)	high	out of phase/sync sense
