desapasionar	dispassion	replace	lose passion	3	https://es.wiktionary.org/wiki/desapasionar : remove passion / become dispassionate (pronominal)	high	all 3 replace; current noun gloss awkward
desarrendar	unrent	replace	end lease	2	https://es.wiktionary.org/wiki/desarrendar : dejar una heredad que se tenia arrendada	medium	rae cites remove-reins sense; wikt+morph favor end-lease
desarrimar	move away	keep	move away	3	https://es.wiktionary.org/wiki/desarrimar : separar quitar lo que esta arrimado	high
desbarrancar	push off cliff	keep	push off cliff	3	https://es.wiktionary.org/wiki/desbarrancar : arrojar barranca abajo	high
descabalar	leave incomplete	keep	leave incomplete	3	https://dle.rae.es/descabalar : quitar parte de un conjunto cabal	high
descabellar	kill bull	keep	kill bull	3	https://es.wiktionary.org/wiki/descabellar : matar al toro de una estocada	high	bullfighting term
descacharrar	smash	keep	smash	3	https://es.wiktionary.org/wiki/descacharrar : romper danar un cacharro	high
descambiar	exchange back	keep	exchange back	3	https://es.wiktionary.org/wiki/descambiar : deshacer un cambio devolver lo intercambiado	high
descaperuzar	uncover	replace	remove hood	3	https://dle.rae.es/descaperuzar : quitar de la cabeza la caperuza	high	rae+morph replace to precise gloss; wikt synonymous
descasar	annul marriage	keep	annul marriage	3	https://es.wiktionary.org/wiki/descasar : anular el matrimonio	high
descerebrar	decerebrate	keep	decerebrate	3	https://es.wiktionary.org/wiki/descerebrar : extirparle el cerebro a un animal	high
descompasar	throw off	keep	throw off	2	https://es.wiktionary.org/wiki/descompasar : des- + compas = lose measure/rhythm	medium	rae prefers lose composure; wikt+morph keep
descuajar	uproot	keep	uproot	3	https://dle.rae.es/descuajar : arrancar de raiz o de cuajo plantas	high
descuajeringar	break apart	keep	break apart	3	https://es.wiktionary.org/wiki/descuajeringar : desarmar algo en las partes que lo constituyen	high
desembarrar	clean mud	keep	clean mud	3	https://dle.rae.es/desembarrar : limpiar quitar el barro	high
desembrujar	disenchant	keep	disenchant	3	https://es.wiktionary.org/wiki/desembrujar : quitarle a alguien un hechizo	high
