repescar	refish	replace	readmit	3	https://es.wiktionary.org/wiki/repescar : re-accept someone previously rejected (resit/recovery)	medium	rae/wikt/morph agree on readmit/resit sense, not literal fishing
resinar	tap resin	keep	tap resin	3	https://www.rae.es/drae2001/resinar : sacar resina a ciertos arboles haciendo incisiones	high	denominal resin-tapping confirmed
reverdecer	regreen	replace	turn green again	3	https://es.wiktionary.org/wiki/reverdecer : ponerse verde otra vez	high	all agree on becoming green again
sesear	lisp	replace	pronounce s for c	3	https://dle.rae.es/sesear : pronunciar z o c como s (seseo not lisp)	high	seseo not lisp
sobetear	paw	keep	paw	3	https://dle.rae.es/sobetear : sobar manosear (coloquial)	high	colloquial paw/grope confirmed
soflamar	scorch	keep	scorch	3	https://dle.rae.es/soflamar : tostarse requemarse con la llama	high
subvenir	defray	keep	defray	3	https://dle.rae.es/subvenir : ayudar a algo o costear sus gastos	high
sulfatar	sulfate	keep	sulfate	3	https://es.wiktionary.org/wiki/sulfatar : tratar/rociar con sulfato (agricultura)	high
sumariar	summarize	keep	summarize	3	https://es.wiktionary.org/wiki/sumario : formar sumario; compendiar/resumir	medium
superabundar	overabound	keep	overabound	3	everyday (3/3) : super- + abundar	high
sustantivar	nominalize	keep	nominalize	3	https://es.wiktionary.org/wiki/sustantivar : dar caracter y funcion de sustantivo	high
tabicar	wall up	keep	wall up	3	https://dle.rae.es/tabicar : cerrar con tabique un vano	high
tablear	plank	keep	plank	3	https://es.wiktionary.org/wiki/tablear : dividir un madero en tablas	high	current plank matches divide wood into boards
taconear	tap heels	keep	tap heels	3	https://es.wiktionary.org/wiki/taconear : pisar haciendo ruido con el tacon	high
tanguear	tango	keep	tango	3	everyday (3/3) : bailar tango (denominal)	medium
tapear	snack	keep	snack	3	https://es.wiktionary.org/wiki/tapear : eat tapas / ir de tapas	high	snack==eat tapas synonymous
