taquigrafiar	stenograph	replace	write shorthand	3	https://es.wiktionary.org/wiki/taquigrafiar : write in shorthand	high	clearer terse form of stenograph
taracear	inlay	keep	inlay	3	https://es.wiktionary.org/wiki/taracear : decorate with marquetry inlay	high
tarar	tare	keep	tare	3	https://es.wiktionary.org/wiki/tarar : indicate tare weight	high
tarifar	price	keep	price	3	https://dle.rae.es/tarifar : set tariff or rates	medium	price/set rates same sense
tarjetear	card	replace	hand out cards	2	https://es.wiktionary.org/wiki/tarjetear : distribute promotional cards	medium	morph dissented (use credit card)
tartajear	stammer	keep	stammer	3	everyday (3/3) : stammer/stutter	high
tatarear	hum	keep	hum	3	https://es.wiktionary.org/wiki/tatarear : hum a tune	high
tecnificar	modernize	keep	modernize	3	https://dle.rae.es/tecnificar : introduce modern technical procedures	medium	mechanize/modernize same sense
temblequear	shiver	keep	shiver	3	everyday (3/3) : tremble/shiver	high
teologizar	theologize	keep	theologize	3	https://es.wiktionary.org/wiki/teologizar : discourse on theology	high
terraplenar	embank	keep	embank	3	https://es.wiktionary.org/wiki/terraplenar : fill with earth	high
tersar	smooth	keep	smooth	3	https://dle.rae.es/tersar : make smooth and glossy	high
testar	bequeath	replace	make a will	3	https://dle.rae.es/testar : hacer testamento make a will	high	testar=make a will, not bequeath
titularizar	tenure	keep	tenure	3	https://dle.rae.es/titularizar : grant titular permanent status	medium
toldar	awning	replace	cover with awning	3	https://dle.rae.es/toldar : cubrir con toldo	high	verb form not noun
tonsurar	tonsure	keep	tonsure	3	https://es.wiktionary.org/wiki/tonsurar : give the tonsure	high
