tundir	shear	keep	shear	3	https://es.wiktionary.org/wiki/tundir : recortar el pelo del paño (shear cloth)	high	textile sense; primary is beat
tupir	pack	keep	pack	3	https://es.wiktionary.org/wiki/tupir : llenar o cerrar poros apretándolo hacer denso (pack densely)	high	checkers refine to pack tight; same sense
uncir	yoke	keep	yoke	3	https://es.wiktionary.org/wiki/uncir : colocar el yugo a animales de tiro (yoke)	high
usufructuar	usufruct	keep	usufruct	3	https://es.wiktionary.org/wiki/usufructuar : exercise usufruct use property of another	high
vacar	be vacant	keep	be vacant	3	https://es.wiktionary.org/wiki/vacar : quedar un cargo sin persona (be vacant)	high
vaguear	loaf	keep	loaf	3	https://dle.rae.es/vaguear : coloquial holgazanear (loaf)	high
vampirizar	vampirize	keep	vampirize	3	https://dle.rae.es/vampirizar : abusar o aprovecharse (prey on; denominal vampirize)	medium
ventajear	outdo	keep	outdo	3	https://www.asale.org/damer/ventajear : sacar ventaja (gain advantage outdo)	high
ventear	air	keep	air	3	https://es.wiktionary.org/wiki/ventear : sacar o arrojar al viento (air out)	high
ventiscar	blizzard	keep	blizzard	3	https://es.wiktionary.org/wiki/ventiscar : nevar con viento fuerte (snow heavily with wind)	high
ventosear	pass wind	keep	pass wind	3	https://es.wiktionary.org/wiki/ventosear : expeler los gases del tracto digestivo (break wind)	high	break wind synonymous with pass wind
verdear	green	keep	green	3	https://es.wiktionary.org/wiki/verdear : mostrar el color verde volverse verde (turn green)	high	turn green synonymous with green
vetear	streak	keep	streak	3	https://es.wiktionary.org/wiki/vetear : pintar o hacer vetas (vein streak)	high
vidriar	glaze	keep	glaze	3	https://es.wiktionary.org/wiki/vidriar : aplicar barniz vidriado a cerámica (glaze)	high
virilizar	virilize	keep	virilize	3	https://es.wiktionary.org/wiki/virilizar : denominal viril + -izar (make virile)	high	uncertain+grounding satisfied by 3 cited URLs
xerografiar	xerograph	keep	xerograph	3	https://es.thefreedictionary.com/xerografiar : reproducir por medio de la xerografía (xerograph photocopy)	high	photocopy synonymous with xerograph
