acerar	steel	keep	steel	3	https://es.wiktionary.org/wiki/acerar : give iron the properties of steel	high
achabacanar	vulgarize	keep	vulgarize	3	https://es.wiktionary.org/wiki/achabacanar : make vulgar/crude	high
achantar	intimidate	keep	intimidate	3	https://es.wiktionary.org/wiki/achantar : intimidate/silence someone	high
achaparrar	stunt	keep	stunt	3	https://es.wiktionary.org/wiki/achaparrar : become stunted/squat	high	stunt == grow stunted
acharolar	varnish	keep	varnish	3	https://es.wiktionary.org/wiki/acharolar : varnish with charol	high
achinar	slant	keep	slant	3	https://es.wiktionary.org/wiki/achinar : give East Asian/slanted features	medium	rare; 3/3 cite URL
achispar	tipsy	replace	make tipsy	3	https://es.wiktionary.org/wiki/achispar : bring near drunken state; reflexive get tipsy	high	current tipsy is adjective; verb form make tipsy
achuchar	squeeze	keep	squeeze	3	https://es.wiktionary.org/wiki/achuchar : crush/squeeze	high
acidular	acidulate	keep	acidulate	3	https://es.wiktionary.org/wiki/acidular : make slightly acidic	high
acodar	bend	keep	bend	3	everyday (3/3) a+codo bend at an angle	high
acogotar	throttle	keep	throttle	3	https://es.wiktionary.org/wiki/acogotar : compress throat to suffocate/strangle	high
acompasar	pace	keep	pace	3	https://es.wiktionary.org/wiki/acompasar : keep in time/measure	high
acoquinar	intimidate	keep	intimidate	3	https://es.wiktionary.org/wiki/acoquinar : intimidate/discourage	high
acorchar	cork	replace	go numb	2	https://es.wiktionary.org/wiki/acorchar : lose sensation/go numb	medium	rae+morph go numb; wikt make corky dissent
acrisolar	refine	keep	refine	3	https://es.wiktionary.org/wiki/acrisolar : purify/refine metal in a crucible	high
acuartelar	quarter	keep	quarter	3	https://es.wiktionary.org/wiki/acuartelar : place troops in barracks/quarters	high
