garrapatear	scribble	keep	scribble	3	https://dle.rae.es/garrapatear : hacer garrapatos / garabatear (make scribbles)	high
garrapiñar	candy	keep	candy	3	https://www.rae.es/diccionario-estudiante/garrapi%C3%B1ar : banar fruto seco en almibar que forma grumos	high	candied nuts
gibar	annoy	keep	annoy	3	https://dle.rae.es/gibar : coloq. fastidiar molestar (primary; corcovar=hunch secondary)	high	hunch is secondary sense
gitanear	wheedle	keep	wheedle	3	https://dle.rae.es/gitanear : halagar con zalameria para conseguir lo que se desea	high
golfear	loaf	keep	loaf	3	https://dle.rae.es/golfear : vivir como un golfo (holgazanear callejear)	high
golosear	nibble	keep	nibble	3	https://dle.rae.es/golosear : andar comiendo golosinas (nibble sweets)	high
gorgoritear	trill	keep	trill	3	https://dle.rae.es/gorgoritear : hacer gorgoritos quiebros de la voz (trinar)	high
granar	seed	keep	seed	3	https://www.rae.es/diccionario-estudiante/granar : producir y desarrollar grano una planta	high
grillar	sprout	keep	sprout	3	https://dle.rae.es/grillarse : entallecer el trigo tuberculo (sprout shoots)	high
grisear	gray	keep	gray	3	https://dle.rae.es/grisear : ir tomando color gris	high
guarnicionar	garrison	keep	garrison	3	https://dle.rae.es/guarnicionar : poner guarnicion en una plaza fuerte	high
guarrear	mess up	replace	grunt	3	https://dle.rae.es/guarrear : gruñir dicho del jabali (primary RAE sense; mess up secondary)	high	all 3 checkers agree grunt is primary
guerrillear	wage guerrilla war	keep	wage guerrilla war	3	https://es.thefreedictionary.com/guerrillear : fight as guerrillas	high
guipar	see	keep	see	3	https://dle.rae.es/guipar : coloq. ver percibir descubrir (jergal)	high
gulusmear	snoop	keep	snoop	3	https://dle.rae.es/gulusmear : curiosear husmear (golosinear is sense 1)	high	also sniff cooking
hebraizar	hebraize	keep	hebraize	3	https://dle.rae.es/hebraizar : dar caracter hebraico / usar giros de la lengua hebrea	high
