periclitar	decline	keep	decline	3	https://es.wiktionary.org/wiki/periclitar : sense 2 decaer/declinar	medium	also be in danger sense
perlar	bead	keep	bead	3	https://dle.rae.es/perlar : cover with droplets like pearls	high
pespuntear	backstitch	keep	backstitch	3	https://dle.rae.es/pespunte : backstitch sewing	high
petar	please	keep	please	3	https://es.wiktionary.org/wiki/petar : give pleasure/please (coloq Spain)	high
petardear	backfire	keep	backfire	3	https://dle.rae.es/petardear : engine firecracker-like sounds = backfire	high
piafar	paw	keep	paw	3	https://dle.rae.es/piafar : horse strikes ground with front hooves	high
pimplar	booze	keep	booze	3	https://dle.rae.es/pimplar : drink alcohol to excess (coloq)	high
pirrar	love	keep	love	3	https://dle.rae.es/pirrar : pirrarse be crazy about/love	high
plantificar	plant	replace	plonk down	2	https://dle.rae.es/plantificar : put something (esp unsuitable) somewhere	high
policromar	polychrome	keep	polychrome	3	https://es.wiktionary.org/wiki/policromar : apply multiple colors to sculpture	high
positivar	develop	keep	develop	3	https://dle.rae.es/positivar : obtain photographic positive = develop	high
postinear	show off	keep	show off	3	https://dle.rae.es/postinear : darse postin presumir = show off	high
predatar	predate	keep	predate	3	https://www.um.es/neologismos/index.php/v/neologismo/1890/predatar : assign earlier date	high	backdate synonymous
presintonizar	preset	keep	preset	3	https://es.wikipedia.org/wiki/Sintonizador : presintonizar radio stations = preset	high
prevaricar	prevaricate	replace	abuse one's office	3	https://dpej.rae.es/lema/prevaricacion : official issues knowingly unjust ruling; prevaricate is false friend	high	legal betray official duty
prosificar	prosify	replace	turn into prose	2	https://dle.rae.es/prosificar : put a poetic work into prose	high
