repugnar	0
repujar	0
repulir	0
reputar	0
requebrar	0
requerir	0
requisar	0
resaltar	0
resarcir	0
resbalar	0
rescatar	0
rescindir	0
rescribir	0
resecar	0
resentir	1
reseñar	0
reservar	0
resetear	0
resfriar	0
resguardar	0
residir	0
resignar	0
resinar	0
resistir	0
resonar	0
resoplar	0
respaldar	0
respetar	0
respingar	0
respirar	0
resplandecer	0
responsabilizar	0
resquebrajar	0
restablecer	0
restallar	0
restañar	0
restar	0
restaurar	0
restituir	0
restregar	0
restringir	0
resucitar	0
resultar	0
resumir	0
resurgir	0
retar	0
retardar	0
retener	0
retentar	0
reteñir	0
retirar	0
retocar	0
retomar	0
retoñar	0
retorcer	0
retornar	0
retozar	0
retractar	0
retractilar	0
retraer	0
retransmitir	0
retrasar	0
retratar	0
retrepar	1
retribuir	0
retroceder	0
retrotraer	0
retumbar	0
reunificar	0
reutilizar	0
revacunar	0
revalidar	0
revalorizar	0
revaluar	0
revelar	0
revender	0
reventar	0
reverberar	0
reverdecer	0
reverenciar	0
revertir	0
revestir	0
revisar	0
revitalizar	0
revivir	0
revocar	0
revolcar	0
revolotear	0
revolucionar	0
revolver	0
rezagar	0
rezar	0
rezongar	0
rezumar	0
ribetear	0
ridiculizar	0
rielar	0
rifar	0
rimar	0
rivalizar	0
rizar	0
robar	0
robotizar	0
robustecer	0
rociar	0
rodar	0
rodear	0
rogar	0
romanizar	0
roncar	0
rondar	0
ronronear	0
ronzar	0
roscar	0
rotar	0
rotular	0
roturar	0
rozar	0
ruborizar	0
rubricar	0
rugir	0
rular	0
rumiar	0
rumorear	0
runrunear	0
rutilar	0
sablear	0
saborear	0
sabotear	0
saciar	0
sacralizar	0
sacramentar	0
sacrificar	0
sacudir	0
sajar	0
salar	0
saldar	0
salivar	0
salmodiar	0
salpicar	0
salpimentar	0
saltar	0
saltear	0
saludar	0
salvaguardar	0
salvar	0
sanar	0
sancionar	0
sanear	0
sangrar	0
santificar	0
santiguar	0
saquear	0
satinar	0
satirizar	0
saturar	0
sazonar	0
secar	0
seccionar	0
secretar	0
secretear	0
secuenciar	0
secuestrar	0
secularizar	0
secundar	0
sedar	0
sedimentar	0
segar	0
segmentar	0
segregar	0
seleccionar	0
sellar	0
sembrar	0
semejar	0
sensibilizar	0
sentenciar	0
señalar	0
señalizar	0
separar	0
sepultar	0
serenar	0
sermonear	0
serpentear	0
serrar	0
servir	0
sesear	0
sesgar	0
sestear	0
sextuplicar	0
significar	0
silabear	0
silbar	0
silenciar	0
siluetear	0
simbolizar	0
simpatizar	0
simplificar	0
simular	0
simultanear	0
sincerar	0
sincopar	0
sincronizar	0
sindicar	0
singularizar	0
sintetizar	0
sintonizar	0
sisar	0
sisear	0
sistematizar	0
sitiar	0
situar	0
sobar	0
sobetear	0
sobornar	0
sobrar	0
sobrealimentar	0
sobreañadir	0
sobrecargar	0
sobrecoger	0
sobredimensionar	0
sobreexcitar	0
sobrehilar	0
sobrellevar	0
sobre(e)ntender	0
sobrepasar	0
sobreponer	0
sobresalir	0
sobresaltar	0
sobrescribir	0
sobreseer	0
sobrestimar	0
sobrevalorar	0
sobrevenir	0
sobrevivir	0
sobrevolar	0
socarrar	0
socavar	0
sociabilizar	0
socializar	0
socorrer	0
sofisticar	0
soflamar	0
sofocar	0
sofreír	0
sojuzgar	0
solapar	0
solazar	0
soldar	0
solear	0
solemnizar	0
soler	0
solfear	0
solicitar	0
solidarizar	1
solidificar	0
soliloquiar	0
soliviantar	0
sollozar	0
soltar	0
solucionar	0
solventar	0
somatizar	0
sombrear	0
sonar	0
sondar	0
sondear	0
sonorizar	0
sonreír	0
sonrojar	0
sonsacar	0
soñar	0
sopapear	0
sopar	0
sopesar	0
soplar	0
soportar	0
sorber	0
sorprender	0
sortear	0
sosegar	0
soslayar	0
sospechar	0
sostener	0
soterrar	0
sovietizar	0
suavizar	0
subalternar	0
subarrendar	0
subastar	0
subcontratar	0
subdelegar	0
subdividir	0
subestimar	0
subjetivar	0
sublevar	0
sublimar	0
subordinar	0
subrayar	0
subrogar	0
subsanar	0
