palmear	0
palmotear	0
palpar	0
palpitar	0
panificar	0
papear	0
parabolizar	0
parafrasear	0
paralizar	0
parangonar	0
parapetar	1
parar	0
parcelar	0
parchear	0
parcializar	0
parecer	0
parir	0
parlamentar	0
parlar	0
parlotear	0
parodiar	0
parpadear	0
parrandear	0
participar	0
particularizar	0
pasar	0
pasear	0
pasmar	0
pastar	0
pasteurizar	0
pastorear	0
patalear	0
patear	0
patentar	0
patentizar	0
patinar	0
patrocinar	0
patrullar	0
pausar	0
pautar	0
pavimentar	0
pavonear	0
pecar	0
pechar	0
pedalear	0
pedorrear	0
pegar	0
pegotear	0
peinar	0
pelar	0
pelear	0
peligrar	0
pellizcar	0
pelotear	0
penalizar	0
pender	0
pendonear	0
penetrar	0
pensionar	0
peraltar	0
percatar	1
percibir	0
percutir	0
perdonar	0
perdurar	0
perecer	0
peregrinar	0
perennizar	0
perfeccionar	0
perfilar	0
perforar	0
perfumar	0
pergeñar	0
periclitar	0
peritar	0
perjudicar	0
perjurar	0
perlar	0
permanecer	0
permutar	0
pernoctar	0
perorar	0
perpetrar	0
perpetuar	0
perseguir	0
perseverar	0
persignar	0
persistir	0
personalizar	0
personar	1
personificar	0
persuadir	0
pertenecer	0
pertrechar	0
perturbar	0
pervertir	0
pervivir	0
pesar	0
pescar	0
pespuntear	0
pestañear	0
petar	0
petardear	0
peticionar	0
petrificar	0
piafar	0
piar	0
picar	0
picotear	0
pifiar	0
pigmentar	0
pillar	0
pilotar	0
pimplar	0
pincelar	0
pinchar	0
pintarrajear	0
pinzar	0
pirar	1
piratear	0
piropear	0
pirrar	1
piruetear	0
pisar	0
pisotear	0
pitar	0
pitorrear	1
pivotar	0
plagar	0
plagiar	0
planchar	0
planear	0
planificar	0
plantar	0
plantear	0
plantificar	0
plañir	0
plasmar	0
plastificar	0
platear	0
plegar	0
pleitear	0
plisar	0
pluralizar	0
poblar	0
podar	0
podrir	0
poetizar	0
polarizar	0
polemizar	0
policromar	0
polinizar	0
politizar	0
polucionar	0
pontificar	0
popularizar	0
pordiosear	0
porfiar	0
pormenorizar	0
portar	0
portear	0
posar	0
posesionar	0
posibilitar	0
posicionar	0
positivar	0
posponer	0
postergar	0
postinear	0
postrar	0
postular	0
potabilizar	0
potar	0
potenciar	0
practicar	0
precaver	0
preceder	0
preciar	0
precintar	0
precipitar	0
precisar	0
preconcebir	0
preconizar	0
predatar	0
predestinar	0
predeterminar	0
predicar	0
predisponer	0
predominar	0
preexistir	0
preferir	0
prefigurar	0
prefijar	0
pregonar	0
preguntar	0
prejuzgar	0
preludiar	0
premeditar	0
premiar	0
prendar	0
prender	0
prensar	0
preñar	0
preocupar	0
preparar	0
preponderar	0
presagiar	0
prescindir	0
prescribir	0
preseleccionar	0
presenciar	0
presentar	0
presentir	0
preservar	0
presidir	0
presintonizar	0
presionar	0
prestar	0
prestigiar	0
presumir	0
presuponer	0
presupuestar	0
presurizar	0
pretender	0
pretextar	0
prevalecer	0
prevaricar	0
prevenir	0
primar	0
pringar	0
priorizar	0
privar	0
privatizar	0
privilegiar	0
probar	0
proceder	0
proclamar	0
procrear	0
procurar	0
prodigar	0
producir	0
profanar	0
proferir	0
profesar	0
profesionalizar	0
profetizar	0
profundizar	0
programar	0
progresar	0
proliferar	0
prologar	0
prolongar	0
promediar	0
promocionar	0
promulgar	0
pronosticar	0
pronunciar	0
propagar	0
propalar	0
propasar	0
propender	0
propiciar	0
propinar	0
proporcionar	0
propugnar	0
propulsar	0
prorratear	0
prorrogar	0
prorrumpir	0
proscribir	0
proseguir	0
prosificar	0
prosperar	0
prosternar	1
prostituir	0
protagonizar	0
proteger	0
protestar	0
proveer	0
provenir	0
provocar	0
proyectar	0
psicoanalizar	0
publicar	0
publicitar	0
puentear	0
pugnar	0
pujar	0
pulimentar	0
pulir	0
pulsar	0
pulular	0
pulverizar	0
puntear	0
puntualizar	0
puntuar	0
punzar	0
purgar	0
purificar	0
putear	0
