localizar	locate		agree
lograr	achieve		agree
loquear	act crazy		agree	1
lubricar	lubricate		agree
lubrificar	lubricate		agree
luchar	fight		agree
lucrar	profit		agree
lucubrar	ponder		agree	1
lustrar	polish		agree
luxar	dislocate		agree
macerar	macerate		agree
machacar	crush		agree
madrugar	rise early		agree
madurar	mature		agree		two senses: mature / ripen
magnetizar	magnetize		agree
magnificar	magnify		agree
magullar	bruise		agree
majar	crush		agree
malacostumbrar	spoil		agree
malcasar	mismarry		agree	1
malcomer	eat poorly		agree
malcriar	spoil		agree
maldecir	curse		agree
malear	corrupt		agree
maleducar	spoil		agree
malgastar	squander		agree
malherir	wound badly		agree
malhumorar	make grumpy		agree
maliciar	suspect		agree
malinterpretar	misinterpret		agree
malmeter	incite		agree	1
malograr	spoil		agree
maltraer	mistreat		agree	1
maltratar	mistreat		agree
malvender	sell cheap		agree
malversar	embezzle		agree
malvivir	scrape by		agree
mamar	suckle		agree
manchar	stain		agree
mancillar	tarnish		agree
mancipar	enslave		agree	1
mancomunar	pool		agree
mandar	send		agree
manducar	eat		agree	1
manejar	handle		agree
mangar	pinch		agree
mangonear	boss around		agree
maniatar	handcuff		agree
manifestar	show		agree
maniobrar	maneuver		agree
manipular	manipulate		agree
manosear	fondle		agree
manotear	gesticulate		agree
mantear	toss		agree	1
mantener	maintain		agree
manufacturar	manufacture		agree
manumitir	emancipate		agree
manuscribir	handwrite		agree
maquetar	lay out		agree
maquilar	assemble		agree
maquillar	make up		agree
maquinar	scheme		agree
maquinizar	mechanize		agree
maravillar	amaze		agree
marcar	mark		agree
marchar	march		agree
marchitar	wither		agree
marear	make dizzy		agree
marginar	marginalize		agree
maridar	marry		agree	1
martillar	hammer		agree
martillear	hammer		agree
martirizar	martyr		agree
masacrar	massacre		agree
masajear	massage		agree
mascar	chew		agree
masculinizar	masculinize		agree
mascullar	mumble		agree
masificar	overcrowd		agree
masticar	chew		agree
masturbar	masturbate		agree
matar	kill		agree
matasellar	postmark		agree
materializar	materialize		agree
maternizar	humanize milk		uncertain	1	1	rare technical sense re: infant formula
matizar	nuance		agree
matricular	enroll		agree
