almacenar	0
almendrar	0
almibarar	0
almidonar	0
almohadillar	0
almohazar	0
almorzar	0
alocar	0
alojar	0
alquilar	0
alterar	0
alternar	0
alucinar	0
aludir	0
alumbrar	0
alunizar	0
alzar	0
amadrinar	0
amaestrar	0
amagar	0
amainar	0
amalgamar	0
amamantar	0
amancebar	1
amanerar	0
amansar	0
amañar	0
amarar	0
amargar	0
amarillear	0
amarrar	0
amartelar	0
amartillar	0
amasar	0
amazacotar	0
ambicionar	0
ambientar	0
amedrentar	0
amenazar	0
amenizar	0
americanizar	0
amerizar	0
ametrallar	0
amigar	0
amilanar	0
aminorar	0
amnistiar	0
amodorrar	1
amojamar	0
amoldar	0
amonar	1
amonestar	0
amontonar	0
amoratar	1
amordazar	0
amorriñar	1
amortajar	0
amortiguar	0
amortizar	0
amostazar	0
amotinar	0
amparar	0
ampliar	0
amplificar	0
amputar	0
amueblar	0
amuermar	0
amurallar	0
analizar	0
anarquizar	0
anatematizar	0
anatomizar	0
anclar	0
anegar	0
anestesiar	0
anexionar	0
angostar	0
angustiar	0
anhelar	0
anidar	0
anillar	0
animalizar	0
animar	0
aniñar	1
aniquilar	0
anisar	0
anonadar	0
anotar	0
anquilosar	0
ansiar	0
anteceder	0
anteponer	0
anticipar	0
antojar	1
anudar	0
anular	0
anunciar	0
añadir	0
añorar	0
apabullar	0
apacentar	0
apaciguar	0
apagar	0
apalabrar	0
apalancar	0
apalear	0
apañar	0
aparcar	0
aparear	0
aparecer	0
aparejar	0
aparentar	0
apartar	0
apasionar	0
apear	0
apechar	0
apechugar	0
apedrear	0
apegar	1
apelar	0
apellidar	0
apelmazar	0
apelotonar	0
apenar	0
apercibir	0
apergaminar	1
apesadumbrar	0
apestar	0
apetecer	0
apiadar	0
apilar	0
apiñar	0
apisonar	0
aplacar	0
aplanar	0
aplastar	0
aplatanar	0
aplaudir	0
aplazar	0
aplicar	0
apocar	0
apocopar	0
apodar	0
apoderar	0
apolillar	0
apologizar	0
apoltronar	1
apoquinar	0
aporrear	0
aportar	0
aposentar	0
apostatar	0
apostillar	0
apostrofar	0
apoyar	0
apreciar	0
aprehender	0
apremiar	0
apresar	0
aprestar	0
apresurar	0
apretar	0
apretujar	0
aprisionar	0
aprobar	0
apropiar	0
aprovechar	0
aprovisionar	0
aproximar	0
apuntalar	0
apuntar	0
apuntillar	0
apuñalar	0
apurar	0
aquejar	0
aquietar	0
aquilatar	0
arañar	0
arar	0
arbitrar	0
arbolar	0
archivar	0
arder	0
argumentar	0
armar	0
armonizar	0
aromatizar	0
arponear	0
arquear	0
arracimar	1
arraigar	0
arramblar	0
arramplar	0
arrancar	0
arrasar	0
arrastrar	0
arrear	0
arrebatar	0
arrebolar	0
arrebujar	0
arreciar	0
arredrar	0
arreglar	0
arrellanar	1
arremangar	0
arremeter	0
arremolinar	1
arrendar	0
arrepentir	1
arrestar	0
arriar	0
arribar	0
arriesgar	0
arrimar	0
arrinconar	0
arrobar	0
arrodillar	0
arrogar	0
arrojar	0
arrollar	0
arropar	0
arrostrar	0
arrugar	0
arruinar	0
arrullar	0
arrumbar	0
articular	0
asaetear	0
asalariar	0
asaltar	0
asar	0
ascender	0
asear	0
asediar	0
asegurar	0
asemejar	0
asentar	0
asentir	0
aserrar	0
asesinar	0
asesorar	0
asestar	0
aseverar	0
asfaltar	0
asfixiar	0
asignar	0
asilar	0
asimilar	0
asociar	0
asomar	0
asombrar	0
aspar	0
asperjar	0
aspirar	0
asquear	0
astillar	0
asumir	0
asustar	0
atacar	0
atajar	0
atañer	0
atar	0
atardecer	0
atarugar	0
atascar	0
ataviar	0
atemorizar	0
atemperar	0
atenazar	0
atender	0
atener	1
atentar	0
atenuar	0
aterrizar	0
aterrorizar	0
atesorar	0
atestiguar	0
atiborrar	0
atildar	0
atinar	0
atiplar	0
atirantar	0
atisbar	0
atizar	0
atocinar	0
atolondrar	0
atomizar	0
atontar	0
atontolinar	0
atorar	0
atormentar	0
atornillar	0
atosigar	0
atracar	0
atraer	0
atragantar	0
atrancar	0
atrapar	0
atrasar	0
atravesar	0
