subsidiar	0
subsistir	0
subsumir	0
subtitular	0
subvencionar	0
subvenir	0
subvertir	0
subyacer	0
subyugar	0
succionar	0
suceder	0
sucumbir	0
sudar	0
sufragar	0
sugerir	0
sugestionar	0
suicidar	1
sujetar	0
sulfatar	0
sulfurar	0
sumar	0
sumariar	0
sumergir	0
suministrar	0
sumir	0
supeditar	0
superabundar	0
superar	0
superponer	0
supervalorar	0
supervisar	0
suplantar	0
suplicar	0
suplir	0
suprimir	0
supurar	0
surcar	0
surgir	0
surtir	0
suscitar	0
suscribir	0
suspender	0
suspirar	0
sustanciar	0
sustantivar	0
sustentar	0
sustituir	0
sustraer	0
susurrar	0
suturar	0
tabicar	0
tablear	0
tabular	0
tachar	0
tachonar	0
taconear	0
tajar	0
taladrar	0
talar	0
tallar	0
tambalear	0
tamborilear	0
tamizar	0
tanguear	0
tantear	0
tapar	0
tapear	0
tapiar	0
tapizar	0
taponar	0
taquigrafiar	0
taracear	0
tarar	0
tararear	0
tardar	0
tarifar	0
tarjetear	1
tartajear	0
tartamudear	0
tasar	0
tatarear	0
tatuar	0
teatralizar	0
techar	0
teclear	0
tecnificar	0
teledirigir	0
telefonear	0
telegrafiar	0
televisar	0
temblar	0
temblequear	0
temperar	0
templar	0
temporizar	0
tender	0
tensar	0
tensionar	0
tentar	0
teñir	0
teologizar	0
teorizar	0
terciar	0
tergiversar	0
terminar	0
terraplenar	0
tersar	0
testar	0
testificar	0
testimoniar	0
tildar	0
timar	0
timbrar	0
tintar	0
tintinear	0
tipificar	0
tiranizar	0
tirar	0
tiritar	0
tirotear	0
titilar	0
titubear	0
titular	0
titularizar	0
tiznar	0
toldar	0
tolerar	0
tonificar	0
tonsurar	0
tontear	0
topar	0
toquetear	0
torcer	0
torear	0
tornar	0
tornasolar	0
tornear	0
torpedear	0
torrar	0
torturar	0
toser	0
tostar	0
totalizar	0
trabar	0
traficar	0
tragar	0
traicionar	0
trajear	0
trajinar	0
tramar	0
tramitar	0
trampear	0
trancar	0
tranquilizar	0
transbordar	0
transcribir	0
transcurrir	0
transferir	0
transfigurar	0
transformar	0
transfundir	0
transgredir	0
transigir	0
transitar	0
transliterar	0
transmigrar	0
transmitir	0
transmutar	0
transparentar	0
transpirar	0
transportar	0
trapacear	0
trapichear	0
traquetear	0
trasbordar	0
trascender	0
trasegar	0
trashumar	0
trasladar	0
traslucir	0
trasmutar	0
trasnochar	0
traspapelar	0
traspasar	0
trasplantar	0
trasponer	0
trasquilar	0
trastabillar	0
trastear	0
trastocar	0
trastornar	0
trasvasar	0
tratar	0
traumatizar	0
travestir	0
trazar	0
tremolar	0
trenzar	0
trepanar	0
trepar	0
trepidar	0
tributar	0
tricotar	0
trillar	0
trinar	0
trincar	0
triplicar	0
triptongar	0
tripular	0
triturar	0
triunfar	0
trivializar	0
trizar	0
trocear	0
trompetear	0
tronchar	0
tropezar	0
troquelar	0
trotar	0
trovar	0
trucar	0
trufar	0
truncar	0
tullir	0
tumbar	0
tundir	0
tupir	0
turbar	0
turnar	0
tutelar	0
ubicar	0
ufanar	1
ulcerar	0
ultimar	0
ultrajar	0
ulular	0
uncir	0
ungir	0
unificar	0
uniformar	0
universalizar	0
untar	0
urbanizar	0
urdir	0
urgir	0
usufructuar	0
usurar	0
usurpar	0
utilizar	0
vacar	0
vaciar	0
vacilar	0
vacunar	0
vadear	0
vagabundear	0
vagar	0
vaguear	0
validar	0
vallar	0
valorar	0
valorizar	0
vampirizar	0
vanagloriar	1
vaporizar	0
vapulear	0
varar	0
variar	0
vaticinar	0
vedar	0
vegetar	0
vehicular	0
vejar	0
velar	0
vendar	0
vendimiar	0
venerar	0
vengar	0
ventajear	0
ventear	0
ventilar	0
ventiscar	0
ventosear	0
veranear	0
verbalizar	0
verdear	0
verificar	0
versar	0
versificar	0
vertebrar	0
verter	0
vestir	0
vetar	0
vetear	0
viabilizar	0
vibrar	0
viciar	0
vidriar	0
vigilar	0
vigorizar	0
vilipendiar	0
