enmudecer	silence		replace			fall silent; usually intransitive
ennegrecer	blacken		agree
ennoblecer	ennoble		agree
ennoviar	get engaged		uncertain	1	1	reflexive; get a boyfriend/girlfriend
enojar	anger		agree
enorgullecer	make proud		agree
enquistar	encyst		agree	1
enrabietar	enrage		agree
enrarecer	rarefy		agree
enredar	tangle		agree
enrejar	fence		agree
enriquecer	enrich		agree
enrocar	castle		agree	1
enrojecer	redden		agree
enrolar	enlist		agree
enrollar	roll up		agree
enronquecer	make hoarse		agree	1
enroscar	coil		agree
ensalzar	exalt		agree
ensamblar	assemble		agree
ensanchar	widen		agree
ensangrentar	bloody		agree
ensañar	rage		replace			be cruel with
ensartar	thread		agree
ensayar	rehearse		agree
enseñorear	take over		agree	1
ensillar	saddle		agree
ensimismar	withdraw		agree
ensoberbecer	make arrogant		agree	1
ensombrecer	darken		agree
ensordecer	deafen		agree
ensortijar	curl		agree
ensuciar	dirty		agree
entablar	start		agree
entablillar	splint		agree
entallar	fit		uncertain			two senses: fit (garment) / carve
entarimar	floor		agree	1
entelar	cover		agree	1
entender	understand		agree
entenebrecer	darken		agree	1
enterar	inform		agree
enternecer	soften		agree
enterrar	bury		agree
entibiar	cool		agree
entintar	ink		agree
entoldar	awning		replace			cover with awning
entonar	intone		agree
entontecer	stupefy		agree
entornar	half-close		agree
entorpecer	hinder		agree
entrampar	trap		agree
entrañar	entail		agree
entrar	enter		agree
entreabrir	half-open		agree
entrechocar	clash		agree
entrecomillar	quote		agree
entrecortar	interrupt		agree
entrecruzar	interweave		agree
entregar	deliver		agree
entrelazar	interlace		agree
entrelucir	glimmer		agree	1
entremeter	insert		agree
entremezclar	intermingle		agree
entrenar	train		agree
entreoír	half-hear		agree
entresacar	select		agree
entretener	entertain		agree
entrever	glimpse		agree
entrevistar	interview		agree
entristecer	sadden		agree
entrometer	meddle		agree
entroncar	connect		agree
entronizar	enthrone		agree
entubar	tube		replace			intubate
entumecer	numb		agree
enturbiar	cloud		agree
entusiasmar	excite		agree
enumerar	enumerate		agree
enunciar	state		agree
envainar	sheathe		agree
envalentonar	embolden		agree
envanecer	make vain		agree
envarar	stiffen		agree
envasar	package		agree
envejecer	age		agree
envenenar	poison		agree
enviciar	corrupt		agree
envidar	bid		agree
envidiar	envy		agree
envilecer	debase		agree
enviudar	be widowed		agree
envolver	wrap		agree
enyesar	plaster		agree
enzarzar	embroil		agree
epatar	astonish		agree
epilogar	conclude		agree
equidistar	be equidistant		agree
equilibrar	balance		agree
equipar	equip		agree
equiparar	equate		agree
equivaler	equal		agree
equivocar	mistake		agree
erigir	erect		agree
erisipelar	infect		replace	1	1	cause erysipelas
erizar	bristle		agree
erosionar	erode		agree
erotizar	eroticize		agree
erradicar	eradicate		agree
eructar	burp		agree
esbozar	sketch		agree
escabechar	pickle		agree
escabullir	slip away		agree
escacharrar	break		agree
escachifollar	smash		agree	1
escalar	climb		agree
escaldar	scald		agree
escalfar	poach		agree
escalonar	stagger		agree
escamar	scale		agree
escamotear	pilfer		agree
escampar	clear up		agree
escanciar	pour		agree
escandalizar	scandalize		agree
escanear	scan		agree
escapar	escape		agree
escaquear	dodge		agree	1
escarbar	scratch		agree
escarchar	frost		agree
escardar	weed		agree
escarificar	scarify		agree
escarmentar	learn a lesson		agree
escarnecer	mock		agree
escasear	be scarce		agree
escatimar	skimp		agree
escayolar	plaster		agree
escenificar	stage		agree
escindir	split		agree
esclarecer	clarify		agree
esclavizar	enslave		agree
esclerosar	harden		agree	1
esclerotizar	harden		agree	1
escobar	sweep		agree
escocer	sting		agree
escolarizar	school		agree
escoltar	escort		agree
escorar	list		agree	1
escotar	lower neckline		agree	1
escriturar	deed		replace	1		notarize
escrutar	scrutinize		agree
escudar	shield		agree
escudriñar	scrutinize		agree
esculpir	sculpt		agree
escupir	spit		agree
escurrir	drain		agree
esforzar	strain		agree
esfumar	fade		agree
esgrimir	wield		agree
eslabonar	link		agree
esmaltar	enamel		agree
esmerar	take care		agree
esmerilar	grind		agree
espabilar	wake up		agree
espachurrar	squash		agree
espaciar	space out		agree
espantar	scare		agree
españolear	flaunt Spanishness		agree	1
españolizar	hispanicize		agree
esparcir	scatter		agree
especializar	specialize		agree
especificar	specify		agree
especular	speculate		agree
espejar	reflect		agree
espeluznar	terrify		agree
esperanzar	give hope		agree
espesar	thicken		agree
espetar	blurt		agree
espiar	spy		agree
espichar	die		agree	1
espigar	glean		agree
espirar	exhale		agree
espiritualizar	spiritualize		agree
espolear	spur		agree
espolvorear	sprinkle		agree
esponjar	fluff		agree
esponsorizar	sponsor		agree
esprintar	sprint		agree
espulgar	delouse		agree
espumar	skim		agree
espurrear	spray		agree	1
esputar	expectorate		agree
esquejar	take cuttings		agree	1
esquematizar	outline		agree
esquiar	ski		agree
esquilar	shear		agree
esquilmar	deplete		agree
esquinar	corner		agree
esquivar	dodge		agree
estabilizar	stabilize		agree
establecer	establish		agree
estabular	stable		agree	1
estacionar	park		agree
estafar	swindle		agree
estallar	explode		agree
estampar	stamp		agree
estampillar	stamp		agree
estancar	stagnate		agree
estandarizar	standardize		agree
estatalizar	nationalize		agree
estatuir	decree		agree	1
estenografiar	stenograph		replace	1		take shorthand
estercolar	manure		agree
estereotipar	stereotype		agree
esterilizar	sterilize		agree
estibar	stow		agree
estigmatizar	stigmatize		agree
estilar	be customary		agree
estilizar	stylize		agree
estimar	esteem		agree
estimular	stimulate		agree
estipular	stipulate		agree
estirajar	stretch		agree	1
estirar	stretch		agree
estocar	thrust		agree	1
estofar	stew		agree
estomagar	annoy		agree	1
estoquear	thrust		agree	1
estorbar	hinder		agree
estornudar	sneeze		agree
estragar	ruin		agree
estrangular	strangle		agree
estraperlear	black-market		agree	1
estratificar	stratify		agree
estrechar	narrow		agree
estrellar	crash		agree
estremecer	shudder		agree
estrenar	debut		agree
estreñir	constipate		agree
estresar	stress		agree
estriar	groove		agree
estribar	rest on		agree
estropear	ruin		agree
estructurar	structure		agree
estrujar	squeeze		agree
estucar	stucco		agree
estuchar	case		agree	1
estuprar	rape		agree
eternizar	prolong		agree
etimologizar	etymologize		agree
etiquetar	label		agree
evacuar	evacuate		agree
evaluar	evaluate		agree
evangelizar	evangelize		agree
evaporar	evaporate		agree
evidenciar	show		agree
evitar	avoid		agree
evocar	evoke		agree
evolucionar	evolve		agree
exacerbar	exacerbate		agree
exagerar	exaggerate		agree
exaltar	exalt		agree
examinar	examine		agree
exasperar	exasperate		agree
excarcelar	release		agree
excavar	excavate		agree
exceptuar	except		agree
excitar	excite		agree
exclamar	exclaim		agree
exclaustrar	secularize		agree	1
excluir	exclude		agree
excomulgar	excommunicate		agree
excretar	excrete		agree
exculpar	exonerate		agree
excusar	excuse		agree
execrar	execrate		agree
exfoliar	exfoliate		agree
exhalar	exhale		agree
exhibir	exhibit		agree
exhortar	exhort		agree
exhumar	exhume		agree
exiliar	exile		agree
eximir	exempt		agree
exonerar	exonerate		agree
exorbitar	exceed		agree
exorcizar	exorcize		agree
expandir	expand		agree
expansionar	expand		agree
expatriar	expatriate		agree
expectorar	expectorate		agree
expedientar	investigate		agree	1
expedir	dispatch		agree
expeler	expel		agree
expender	sell		agree
experimentar	experience		agree
expiar	atone		agree
expirar	expire		agree
explayar	expound		agree
explicar	explain		agree
explicitar	make explicit		agree
explicotear	explain at length		agree	1
explorar	explore		agree
