circunvalar	bypass		agree
ciscar	soil		uncertain	1	1	rare colloquial verb
citar	cite		agree
civilizar	civilize		agree
cizañar	sow discord		agree	1
clamar	cry out		agree
clamorear	clamor		agree
clarear	brighten		uncertain		1	dawn vs brighten/grow light
clarificar	clarify		agree
clasificar	classify		agree
claudicar	give up		agree			give in/give up similar
clausurar	close		agree
clavar	nail		agree
clavetear	stud		agree	1
climatizar	air-condition		agree
clocar	cluck		agree	1
cloquear	cluck		agree	1
clorar	chlorinate		agree
cloroformizar	chloroform		agree	1
coadyuvar	assist		agree	1
coagular	coagulate		agree
coaligar	ally		agree
coartar	restrict		agree
cobijar	shelter		agree
cobrar	charge		agree
cocear	kick		agree	1
codear	elbow		agree
codiciar	covet		agree
codificar	encode		agree
codirigir	co-direct		agree
coercer	coerce		agree
coexistir	coexist		agree
cohabitar	cohabit		agree
coheredar	co-inherit		agree	1
cohesionar	bind		agree
cohibir	inhibit		agree
cojear	limp		agree
colaborar	collaborate		agree
colacionar	collate		agree	1
colapsar	collapse		agree
colar	strain		agree
colear	wag		agree	1
coleccionar	collect		agree
colectar	collect		agree
colectivizar	collectivize		agree
colegiar	register		uncertain	1	1	join professional body
colindar	border		agree	1
colocar	place		agree
colonizar	colonize		agree
colorear	color		agree
columbrar	glimpse		agree	1
columpiar	swing		agree
comadrear	gossip		agree	1
comandar	command		agree
combar	bend		agree
combatir	fight		agree
combinar	combine		agree
comedir	restrain		agree	1
comentar	comment		agree
comenzar	begin		agree
comercializar	market		agree
comisionar	commission		agree
compadecer	pity		agree
compaginar	reconcile		agree			combine/reconcile both ok
comparar	compare		agree
comparecer	appear		agree
compartimentar	compartmentalize		agree
compatibilizar	reconcile		agree			make compatible
compeler	compel		agree
compendiar	summarize		agree	1
compenetrar	bond		agree	1
compensar	compensate		agree
competer	concern		agree	1		be incumbent on
competir	compete		agree
compilar	compile		agree
complacer	please		agree
complementar	complement		agree
completar	complete		agree
complicar	complicate		agree
comportar	behave		agree
comprimir	compress		agree
comprobar	verify		agree
comprometer	commit		agree			commit/compromise both ok
compulsar	collate		uncertain	1	1	certify vs collate
computadorizar	computerize		agree
